AAJNHDNO_00002	K02338
AAJNHDNO_04879	K18130
AAJNHDNO_04880	0
AAJNHDNO_04881	0
AAJNHDNO_04882	K01399
AAJNHDNO_04883	K07462
AAJNHDNO_04884	0
AAJNHDNO_04885	0
AAJNHDNO_04886	0
AAJNHDNO_04887	0
AAJNHDNO_04888	0
AAJNHDNO_04889	K03969
AAJNHDNO_04890	K09980
AAJNHDNO_04891	K07749
AAJNHDNO_04892	0
AAJNHDNO_04893	0
AAJNHDNO_04894	K01733
AAJNHDNO_04895	K00003
AAJNHDNO_04897	K03981
AAJNHDNO_04898	K04763
AAJNHDNO_04899	K03316
AAJNHDNO_04900	0
AAJNHDNO_04901	0
AAJNHDNO_04902	K02884
AAJNHDNO_04903	K00554
AAJNHDNO_04904	K02860
AAJNHDNO_04905	K02959
AAJNHDNO_04906	K03106
AAJNHDNO_04907	0
AAJNHDNO_04908	0
AAJNHDNO_04909	0
AAJNHDNO_04910	0
AAJNHDNO_04911	K08289
AAJNHDNO_04912	K06938
AAJNHDNO_04913	0
AAJNHDNO_04914	0
AAJNHDNO_04915	0
AAJNHDNO_04916	0
AAJNHDNO_04917	K03710
AAJNHDNO_04918	K01443
AAJNHDNO_04919	K00820
AAJNHDNO_04920	K02768
AAJNHDNO_04921	K02778
AAJNHDNO_04922	K11022
AAJNHDNO_04923	0
AAJNHDNO_04924	K01952
AAJNHDNO_04925	K18691
AAJNHDNO_04926	K09965
AAJNHDNO_04927	0
AAJNHDNO_04928	K11991
AAJNHDNO_04929	K08100
AAJNHDNO_04930	K01951
AAJNHDNO_04931	K00088
AAJNHDNO_04932	0
AAJNHDNO_04933	0
AAJNHDNO_04934	0
AAJNHDNO_04935	0
AAJNHDNO_04936	K07090
AAJNHDNO_04937	0
AAJNHDNO_04938	K03601
AAJNHDNO_04939	0
AAJNHDNO_04940	0
AAJNHDNO_04941	0
AAJNHDNO_04942	0
AAJNHDNO_04943	K08641
AAJNHDNO_04944	K13633
AAJNHDNO_04945	0
AAJNHDNO_04946	0
AAJNHDNO_04947	K09796
AAJNHDNO_04948	0
AAJNHDNO_04949	0
AAJNHDNO_04950	0
AAJNHDNO_04951	0
AAJNHDNO_04952	K02014
AAJNHDNO_04953	0
AAJNHDNO_04954	K01649
AAJNHDNO_04955	0
AAJNHDNO_04956	0
AAJNHDNO_04957	0
AAJNHDNO_04958	0
AAJNHDNO_04959	K11206
AAJNHDNO_04960	K14287
AAJNHDNO_04961	K03977
AAJNHDNO_04962	K17713
AAJNHDNO_04963	0
AAJNHDNO_04964	K01892
AAJNHDNO_04965	K03526
AAJNHDNO_04966	K15539
AAJNHDNO_04967	K02656
AAJNHDNO_04968	K06941
AAJNHDNO_04969	K00940
AAJNHDNO_04970	0
AAJNHDNO_04971	K04755
AAJNHDNO_04972	K04044
AAJNHDNO_04973	K04082
AAJNHDNO_04974	K05997
AAJNHDNO_04975	K04488
AAJNHDNO_04976	K04487
AAJNHDNO_04977	K13643
AAJNHDNO_04978	K00640
AAJNHDNO_04979	K02533
AAJNHDNO_04980	K01092
AAJNHDNO_04981	0
AAJNHDNO_04982	K03074
AAJNHDNO_04983	K03072
AAJNHDNO_04984	K03210
AAJNHDNO_04985	K00773
AAJNHDNO_04986	K07568
AAJNHDNO_04988	0
AAJNHDNO_04989	0
AAJNHDNO_04990	K11720
AAJNHDNO_04991	K07091
AAJNHDNO_04992	K06889
AAJNHDNO_04993	0
AAJNHDNO_04994	K01255
AAJNHDNO_04995	K02339
AAJNHDNO_04996	0
AAJNHDNO_04997	K01873
AAJNHDNO_04998	0
AAJNHDNO_04999	K01989
AAJNHDNO_05000	K05832
AAJNHDNO_05001	K05833
AAJNHDNO_05002	0
AAJNHDNO_05003	K06970
AAJNHDNO_05004	K16636
AAJNHDNO_05005	0
AAJNHDNO_05006	0
AAJNHDNO_05007	0
AAJNHDNO_05008	K03566
AAJNHDNO_05009	0
AAJNHDNO_05010	0
AAJNHDNO_05011	0
AAJNHDNO_05012	K06899
AAJNHDNO_05013	0
AAJNHDNO_05014	0
AAJNHDNO_05015	0
AAJNHDNO_05016	K00638
AAJNHDNO_05017	K07461
AAJNHDNO_05018	0
AAJNHDNO_05019	K06893
AAJNHDNO_05020	K01004
AAJNHDNO_05021	K09969
AAJNHDNO_05022	K06999
AAJNHDNO_05023	K00666
AAJNHDNO_05024	K03732
AAJNHDNO_05025	K19744
AAJNHDNO_05026	K19746
AAJNHDNO_05027	K21829
AAJNHDNO_05028	K09997
AAJNHDNO_05029	K03639
AAJNHDNO_05030	K03769
AAJNHDNO_05031	K00374
AAJNHDNO_05032	K00373
AAJNHDNO_05033	K00371
AAJNHDNO_05034	K00370
AAJNHDNO_05035	K02575
AAJNHDNO_05037	K07673
AAJNHDNO_05038	K07684
AAJNHDNO_05039	0
AAJNHDNO_05040	0
AAJNHDNO_05041	0
AAJNHDNO_05042	0
AAJNHDNO_05043	0
AAJNHDNO_05044	0
AAJNHDNO_05045	0
AAJNHDNO_05046	0
AAJNHDNO_05048	K03316
AAJNHDNO_05049	K05846
AAJNHDNO_05050	K05845
AAJNHDNO_05051	K05846
AAJNHDNO_05052	K05847
AAJNHDNO_05053	0
AAJNHDNO_05054	0
AAJNHDNO_05055	0
AAJNHDNO_05056	0
AAJNHDNO_05057	0
AAJNHDNO_05058	K00032
AAJNHDNO_05059	0
AAJNHDNO_05060	K07506
AAJNHDNO_05061	K03088
AAJNHDNO_05062	K07165
AAJNHDNO_05063	K16091
AAJNHDNO_05064	0
AAJNHDNO_05065	K02837
AAJNHDNO_05066	0
AAJNHDNO_05067	0
AAJNHDNO_05068	0
AAJNHDNO_05069	0
AAJNHDNO_05070	0
AAJNHDNO_05071	K07004
AAJNHDNO_05072	K01113
AAJNHDNO_05073	0
AAJNHDNO_05074	0
AAJNHDNO_05075	K08303
AAJNHDNO_05076	K03750
AAJNHDNO_05077	K03638
AAJNHDNO_05078	K03635
AAJNHDNO_05079	K03636
AAJNHDNO_05080	K03637
AAJNHDNO_05081	K07175
AAJNHDNO_05082	K17686
AAJNHDNO_05083	K03556
AAJNHDNO_05084	0
AAJNHDNO_05085	0
AAJNHDNO_05086	K00666
AAJNHDNO_05087	K00626
AAJNHDNO_05088	0
AAJNHDNO_05089	0
AAJNHDNO_05090	0
AAJNHDNO_05091	K00426
AAJNHDNO_05092	K00425
AAJNHDNO_05093	K02073
AAJNHDNO_05094	0
AAJNHDNO_05095	K02168
AAJNHDNO_05096	0
AAJNHDNO_05097	K03119
AAJNHDNO_05098	K15552
AAJNHDNO_05099	K10831
AAJNHDNO_05100	K15551
AAJNHDNO_05101	0
AAJNHDNO_05102	K03530
AAJNHDNO_05103	0
AAJNHDNO_05104	K10805
AAJNHDNO_05105	0
AAJNHDNO_05106	0
AAJNHDNO_05107	0
AAJNHDNO_05108	K07679
AAJNHDNO_05109	0
AAJNHDNO_05110	K07688
AAJNHDNO_05111	K07007
AAJNHDNO_05112	K11927
AAJNHDNO_05113	0
AAJNHDNO_05114	K09945
AAJNHDNO_05115	0
AAJNHDNO_05116	K17228
AAJNHDNO_05117	0
AAJNHDNO_05118	0
AAJNHDNO_05119	0
AAJNHDNO_05120	0
AAJNHDNO_05121	K02030
AAJNHDNO_05122	0
AAJNHDNO_05123	K03579
AAJNHDNO_05124	0
AAJNHDNO_05125	K13283
AAJNHDNO_05126	0
AAJNHDNO_05127	K03719
AAJNHDNO_05128	0
AAJNHDNO_05129	0
AAJNHDNO_05130	K06178
AAJNHDNO_05131	0
AAJNHDNO_05132	0
AAJNHDNO_05133	K01241
AAJNHDNO_05134	0
AAJNHDNO_05135	K09456
AAJNHDNO_05136	0
AAJNHDNO_05137	K20971
AAJNHDNO_05138	K00941
AAJNHDNO_05139	K00788
AAJNHDNO_05140	K01845
AAJNHDNO_05141	K07126
AAJNHDNO_05142	0
AAJNHDNO_05143	K06168
AAJNHDNO_05144	K06217
AAJNHDNO_05145	K07042
AAJNHDNO_05146	K06189
AAJNHDNO_05147	K03820
AAJNHDNO_05148	0
AAJNHDNO_05149	0
AAJNHDNO_05150	K01869
AAJNHDNO_05151	K03643
AAJNHDNO_05152	K02340
AAJNHDNO_05153	K09890
AAJNHDNO_05155	K08305
AAJNHDNO_05156	0
AAJNHDNO_05157	0
AAJNHDNO_05158	K03644
AAJNHDNO_05159	K03801
AAJNHDNO_05160	K09158
AAJNHDNO_05161	K07258
AAJNHDNO_05162	K03642
AAJNHDNO_05163	K08305
AAJNHDNO_05164	K05837
AAJNHDNO_05165	K05515
AAJNHDNO_05166	K00783
AAJNHDNO_05167	K09710
AAJNHDNO_05168	K00969
AAJNHDNO_05169	K00147
AAJNHDNO_05170	0
AAJNHDNO_05171	0
AAJNHDNO_05172	K03652
AAJNHDNO_05173	K19302
AAJNHDNO_05174	K07157
AAJNHDNO_05175	0
AAJNHDNO_05176	K06518
AAJNHDNO_05177	0
AAJNHDNO_05178	0
AAJNHDNO_05179	0
AAJNHDNO_05180	0
AAJNHDNO_05181	K03186
AAJNHDNO_05182	K02558
AAJNHDNO_05183	K21405
AAJNHDNO_05184	K00138
AAJNHDNO_05185	K16238
AAJNHDNO_05186	K03735
AAJNHDNO_05187	K03736
AAJNHDNO_05188	0
AAJNHDNO_05189	K02030
AAJNHDNO_05190	0
AAJNHDNO_05191	K03975
AAJNHDNO_05192	K09933
AAJNHDNO_05193	K01507
AAJNHDNO_05194	0
AAJNHDNO_05196	K06188
AAJNHDNO_05197	0
AAJNHDNO_05198	0
AAJNHDNO_05199	K01990
AAJNHDNO_05200	K01992
AAJNHDNO_05201	0
AAJNHDNO_05202	0
AAJNHDNO_05203	K22209
AAJNHDNO_05204	K03602
AAJNHDNO_05205	K00795
AAJNHDNO_05206	K01662
AAJNHDNO_05207	K02016
AAJNHDNO_05208	0
AAJNHDNO_05209	K01497
AAJNHDNO_05210	K06985
AAJNHDNO_05211	K02030
AAJNHDNO_05212	K01095
AAJNHDNO_05213	K00946
AAJNHDNO_05214	K03625
AAJNHDNO_05215	K00794
AAJNHDNO_05216	K14652
AAJNHDNO_05217	K00793
AAJNHDNO_05218	K01498
AAJNHDNO_05219	K07738
AAJNHDNO_05220	0
AAJNHDNO_05221	0
AAJNHDNO_05222	K03671
AAJNHDNO_05223	0
AAJNHDNO_05224	0
AAJNHDNO_05225	K02003
AAJNHDNO_05226	K02004
AAJNHDNO_05227	K09950
AAJNHDNO_05228	K07275
AAJNHDNO_05229	0
AAJNHDNO_05230	K01784
AAJNHDNO_05231	K00067
AAJNHDNO_05232	0
AAJNHDNO_05233	0
AAJNHDNO_05234	0
AAJNHDNO_05235	K00146
AAJNHDNO_05236	0
AAJNHDNO_05237	0
AAJNHDNO_05238	0
AAJNHDNO_05239	K07729
AAJNHDNO_05240	K12239
AAJNHDNO_05241	0
AAJNHDNO_05242	K07687
AAJNHDNO_05243	0
AAJNHDNO_05244	0
AAJNHDNO_05245	K15540
AAJNHDNO_05246	K07347
AAJNHDNO_05247	K15540
AAJNHDNO_05248	K07345
AAJNHDNO_05249	0
AAJNHDNO_05250	K01845
AAJNHDNO_05251	K00059
AAJNHDNO_05252	K09956
AAJNHDNO_05253	K00483
AAJNHDNO_05254	K00484
AAJNHDNO_05255	0
AAJNHDNO_05257	0
AAJNHDNO_05258	0
AAJNHDNO_05259	0
AAJNHDNO_05260	K05913
AAJNHDNO_05261	0
AAJNHDNO_05262	K00004
AAJNHDNO_05263	0
AAJNHDNO_05264	K07267
AAJNHDNO_05265	K00108
AAJNHDNO_05266	0
AAJNHDNO_05267	K02483
AAJNHDNO_05268	0
AAJNHDNO_05269	0
AAJNHDNO_05270	K15977
AAJNHDNO_05271	K09929
AAJNHDNO_05272	K09930
AAJNHDNO_05273	0
AAJNHDNO_05274	0
AAJNHDNO_05276	K03566
AAJNHDNO_05277	K01467
AAJNHDNO_05278	0
AAJNHDNO_05279	0
AAJNHDNO_05280	K03445
AAJNHDNO_05281	K00657
AAJNHDNO_05282	K06966
AAJNHDNO_05283	0
AAJNHDNO_05284	0
AAJNHDNO_05285	0
AAJNHDNO_05286	K19272
AAJNHDNO_05287	K02508
AAJNHDNO_05288	K05921
AAJNHDNO_05289	K05921
AAJNHDNO_05290	K00151
AAJNHDNO_05291	K00455
AAJNHDNO_05292	K01826
AAJNHDNO_05293	0
AAJNHDNO_05294	K01617
AAJNHDNO_05295	K02510
AAJNHDNO_05296	0
AAJNHDNO_05297	K00381
AAJNHDNO_05298	0
AAJNHDNO_05299	0
AAJNHDNO_05300	K00404
AAJNHDNO_05301	0
AAJNHDNO_05302	0
AAJNHDNO_05303	K07552
AAJNHDNO_05304	K21758
AAJNHDNO_05305	K01866
AAJNHDNO_05306	0
AAJNHDNO_05307	0
AAJNHDNO_05309	K13408
AAJNHDNO_05310	K06147
AAJNHDNO_05311	K12340
AAJNHDNO_05312	0
AAJNHDNO_05313	0
AAJNHDNO_05314	K21405
AAJNHDNO_05315	K03366
AAJNHDNO_05316	0
AAJNHDNO_05317	K21416
AAJNHDNO_05318	K21417
AAJNHDNO_05319	K00627
AAJNHDNO_05320	K00004
AAJNHDNO_05321	K07184
AAJNHDNO_05322	0
AAJNHDNO_05323	0
AAJNHDNO_05324	0
AAJNHDNO_05325	K02013
AAJNHDNO_05326	K02016
AAJNHDNO_05327	K02015
AAJNHDNO_05328	K02015
AAJNHDNO_05329	0
AAJNHDNO_05330	K01426
AAJNHDNO_05331	0
AAJNHDNO_05332	K00375
AAJNHDNO_05333	0
AAJNHDNO_05334	K06222
AAJNHDNO_05335	K16088
AAJNHDNO_05336	0
AAJNHDNO_05337	0
AAJNHDNO_05338	K05520
AAJNHDNO_05339	K01142
AAJNHDNO_05340	0
AAJNHDNO_05341	0
AAJNHDNO_05342	K01337
AAJNHDNO_05343	K03769
AAJNHDNO_05344	0
AAJNHDNO_05345	0
AAJNHDNO_05346	K16140
AAJNHDNO_05347	K01652
AAJNHDNO_05348	0
AAJNHDNO_05349	K07734
AAJNHDNO_05350	0
AAJNHDNO_05351	0
AAJNHDNO_05352	0
AAJNHDNO_05353	0
AAJNHDNO_05354	K08368
AAJNHDNO_05355	K01714
AAJNHDNO_05356	K09472
AAJNHDNO_05357	0
AAJNHDNO_05358	0
AAJNHDNO_05359	K02028
AAJNHDNO_05360	K02029
AAJNHDNO_05361	K02029
AAJNHDNO_05362	K02030
AAJNHDNO_05363	0
AAJNHDNO_05364	0
AAJNHDNO_05365	K00666
AAJNHDNO_05366	0
AAJNHDNO_05367	0
AAJNHDNO_05368	K01921
AAJNHDNO_05369	K00459
AAJNHDNO_05370	0
AAJNHDNO_05371	0
AAJNHDNO_05372	K18305
AAJNHDNO_05373	K18306
AAJNHDNO_05374	K18307
AAJNHDNO_05375	K18308
AAJNHDNO_05376	K21103
AAJNHDNO_05377	K20260
AAJNHDNO_05378	K20260
AAJNHDNO_05379	K01626
AAJNHDNO_05380	K01252
AAJNHDNO_05381	K13063
AAJNHDNO_05382	K06998
AAJNHDNO_05383	K20262
AAJNHDNO_05384	K00480
AAJNHDNO_05385	0
AAJNHDNO_05386	0
AAJNHDNO_05387	0
AAJNHDNO_05388	K16088
AAJNHDNO_05389	K06147
AAJNHDNO_05390	K06147
AAJNHDNO_05391	K12241
AAJNHDNO_05392	K12239
AAJNHDNO_05393	K04784
AAJNHDNO_05394	K05372
AAJNHDNO_05395	K02363
AAJNHDNO_05396	K12242
AAJNHDNO_05397	K04782
AAJNHDNO_05398	K01851
AAJNHDNO_05399	K03111
AAJNHDNO_05400	0
AAJNHDNO_05401	K03701
AAJNHDNO_05402	K03594
AAJNHDNO_05403	K03781
AAJNHDNO_05404	K02879
AAJNHDNO_05405	K03040
AAJNHDNO_05406	K02986
AAJNHDNO_05407	K02948
AAJNHDNO_05408	K02952
AAJNHDNO_05409	K02919
AAJNHDNO_05410	K03076
AAJNHDNO_05411	K02876
AAJNHDNO_05412	K02907
AAJNHDNO_05413	K02988
AAJNHDNO_05414	K02881
AAJNHDNO_05415	K02933
AAJNHDNO_05416	K02994
AAJNHDNO_05417	K02954
AAJNHDNO_05418	K02931
AAJNHDNO_05419	K02895
AAJNHDNO_05420	K02874
AAJNHDNO_05421	K02961
AAJNHDNO_05422	K02904
AAJNHDNO_05423	K02878
AAJNHDNO_05424	K02982
AAJNHDNO_05425	K02890
AAJNHDNO_05426	K02965
AAJNHDNO_05427	K02886
AAJNHDNO_05428	K02892
AAJNHDNO_05429	K02926
AAJNHDNO_05430	K02906
AAJNHDNO_05431	K02946
AAJNHDNO_05432	K02358
AAJNHDNO_05433	K02355
AAJNHDNO_05434	K02992
AAJNHDNO_05435	K02950
AAJNHDNO_05436	K03046
AAJNHDNO_05437	K03043
AAJNHDNO_05438	K02935
AAJNHDNO_05439	K02864
AAJNHDNO_05440	K02863
AAJNHDNO_05441	K02867
AAJNHDNO_05442	K02601
AAJNHDNO_05445	K02358
AAJNHDNO_05449	0
AAJNHDNO_05450	K03525
AAJNHDNO_05451	K03524
AAJNHDNO_05457	K17247
AAJNHDNO_05458	K07147
AAJNHDNO_05459	K17103
AAJNHDNO_05460	K00053
AAJNHDNO_05461	K01653
AAJNHDNO_05462	K01652
AAJNHDNO_05463	0
AAJNHDNO_05464	K01790
AAJNHDNO_05465	0
AAJNHDNO_05466	K05365
AAJNHDNO_05467	K07028
AAJNHDNO_05468	0
AAJNHDNO_05469	K07343
AAJNHDNO_05470	0
AAJNHDNO_05471	0
AAJNHDNO_05472	K02013
AAJNHDNO_05473	K02015
AAJNHDNO_05474	K02016
AAJNHDNO_05475	K07225
AAJNHDNO_05476	K16087
AAJNHDNO_05477	0
AAJNHDNO_05478	0
AAJNHDNO_05479	0
AAJNHDNO_05480	0
AAJNHDNO_05481	K14261
AAJNHDNO_05482	K07054
AAJNHDNO_05483	K07054
AAJNHDNO_05484	0
AAJNHDNO_05485	K06901
AAJNHDNO_05486	K00557
AAJNHDNO_05487	K06206
AAJNHDNO_05488	0
AAJNHDNO_05489	K06204
AAJNHDNO_05490	K01894
AAJNHDNO_05491	0
AAJNHDNO_05492	0
AAJNHDNO_05493	0
AAJNHDNO_05494	K00970
AAJNHDNO_05495	K00950
AAJNHDNO_05496	K00606
AAJNHDNO_05497	K01918
AAJNHDNO_05498	K01579
AAJNHDNO_05499	K01810
AAJNHDNO_05500	K01895
AAJNHDNO_05501	0
AAJNHDNO_05502	0
AAJNHDNO_05503	0
AAJNHDNO_05504	0
AAJNHDNO_05505	0
AAJNHDNO_05506	K04065
AAJNHDNO_05507	K00962
AAJNHDNO_05508	K02956
AAJNHDNO_05509	K03177
AAJNHDNO_05510	K02834
AAJNHDNO_05511	K02519
AAJNHDNO_05512	K02600
AAJNHDNO_05513	K09748
AAJNHDNO_05516	K01803
AAJNHDNO_05517	K03431
AAJNHDNO_05518	K00796
AAJNHDNO_05519	K03798
AAJNHDNO_05520	K02427
AAJNHDNO_05521	K07574
AAJNHDNO_05522	0
AAJNHDNO_05523	K03624
AAJNHDNO_05524	K01955
AAJNHDNO_05525	K11250
AAJNHDNO_05526	K01956
AAJNHDNO_05527	K00215
AAJNHDNO_05528	K03686
AAJNHDNO_05529	K04043
AAJNHDNO_05530	K03687
AAJNHDNO_05531	K03631
AAJNHDNO_05532	K03711
AAJNHDNO_05533	K06186
AAJNHDNO_05534	K09801
AAJNHDNO_05535	0
AAJNHDNO_05536	K03664
AAJNHDNO_05537	K05799
AAJNHDNO_05538	K03303
AAJNHDNO_05539	K00101
AAJNHDNO_05540	K18930
AAJNHDNO_05541	K01611
AAJNHDNO_05542	K00797
AAJNHDNO_05543	0
AAJNHDNO_05544	K07666
AAJNHDNO_05545	K07645
AAJNHDNO_05546	K19591
AAJNHDNO_05547	K09962
AAJNHDNO_05548	K15268
AAJNHDNO_05549	K07178
AAJNHDNO_05550	K07814
AAJNHDNO_05552	0
AAJNHDNO_05553	K03719
AAJNHDNO_05554	K00626
AAJNHDNO_05555	K00059
AAJNHDNO_05556	0
AAJNHDNO_05557	0
AAJNHDNO_05558	0
AAJNHDNO_05559	K06219
AAJNHDNO_05560	0
AAJNHDNO_05561	K01126
AAJNHDNO_05562	0
AAJNHDNO_05563	0
AAJNHDNO_05564	K07092
AAJNHDNO_05565	K02437
AAJNHDNO_05566	0
AAJNHDNO_05567	0
AAJNHDNO_05568	0
AAJNHDNO_05569	0
AAJNHDNO_05570	K01950
AAJNHDNO_05571	K02204
AAJNHDNO_05572	0
AAJNHDNO_05573	0
AAJNHDNO_05574	0
AAJNHDNO_05575	0
AAJNHDNO_05576	0
AAJNHDNO_05577	0
AAJNHDNO_05579	0
AAJNHDNO_05581	0
AAJNHDNO_05582	0
AAJNHDNO_05583	K10954
AAJNHDNO_05585	0
AAJNHDNO_05586	0
AAJNHDNO_05588	0
AAJNHDNO_05589	K20265
AAJNHDNO_05590	K12256
AAJNHDNO_05591	0
AAJNHDNO_05592	K03833
AAJNHDNO_05593	K01042
AAJNHDNO_05594	K02380
AAJNHDNO_05595	K00127
AAJNHDNO_05596	K00124
AAJNHDNO_05597	K00123
AAJNHDNO_05598	K00123
AAJNHDNO_05599	K01046
AAJNHDNO_05600	K00219
AAJNHDNO_05601	K09936
AAJNHDNO_05602	0
AAJNHDNO_05603	K06940
AAJNHDNO_05604	0
AAJNHDNO_05605	K20534
AAJNHDNO_05606	0
AAJNHDNO_05607	K03327
AAJNHDNO_05608	0
AAJNHDNO_05609	K03324
AAJNHDNO_05611	0
AAJNHDNO_05612	K01531
AAJNHDNO_05615	K00675
AAJNHDNO_05616	K08983
AAJNHDNO_05617	K00382
AAJNHDNO_05618	0
AAJNHDNO_05619	K16137
AAJNHDNO_05620	K07124
AAJNHDNO_05621	K11068
AAJNHDNO_05622	0
AAJNHDNO_05623	0
AAJNHDNO_05624	0
AAJNHDNO_05625	K02014
AAJNHDNO_05626	0
AAJNHDNO_05627	K01585
AAJNHDNO_05628	K03113
AAJNHDNO_05629	0
AAJNHDNO_05630	0
AAJNHDNO_05632	0
AAJNHDNO_05633	0
AAJNHDNO_05634	K04084
AAJNHDNO_05635	K03786
AAJNHDNO_05636	K02160
AAJNHDNO_05637	K01961
AAJNHDNO_05638	0
AAJNHDNO_05639	K02687
AAJNHDNO_05640	0
AAJNHDNO_05641	K05540
AAJNHDNO_05642	K03557
AAJNHDNO_05643	K00602
AAJNHDNO_05644	K01945
AAJNHDNO_05645	K20972
AAJNHDNO_05646	K05595
AAJNHDNO_05647	K11959
AAJNHDNO_05648	K11960
AAJNHDNO_05649	K01998
AAJNHDNO_05650	K11962
AAJNHDNO_05651	K11963
AAJNHDNO_05652	0
AAJNHDNO_05653	K03190
AAJNHDNO_05654	K01430
AAJNHDNO_05655	K03823
AAJNHDNO_05656	K01429
AAJNHDNO_05657	K01428
AAJNHDNO_05659	0
AAJNHDNO_05661	K01003
AAJNHDNO_05662	K04046
AAJNHDNO_05663	0
AAJNHDNO_05664	0
AAJNHDNO_05665	K04064
AAJNHDNO_05666	0
AAJNHDNO_05667	K21744
AAJNHDNO_05668	K07290
AAJNHDNO_05669	K03594
AAJNHDNO_05671	0
AAJNHDNO_05672	0
AAJNHDNO_05673	0
AAJNHDNO_05674	K07665
AAJNHDNO_05675	K02484
AAJNHDNO_05676	0
AAJNHDNO_05677	K00508
AAJNHDNO_05678	0
AAJNHDNO_05679	0
AAJNHDNO_05680	K03187
AAJNHDNO_05681	K03188
AAJNHDNO_05682	K03189
AAJNHDNO_05683	K03192
AAJNHDNO_05684	K07165
AAJNHDNO_05685	K03088
AAJNHDNO_05686	K16087
AAJNHDNO_05687	0
AAJNHDNO_05688	K00128
AAJNHDNO_05689	K05548
AAJNHDNO_05690	K01576
AAJNHDNO_05691	0
AAJNHDNO_05692	0
AAJNHDNO_05693	K03862
AAJNHDNO_05694	K03863
AAJNHDNO_05695	K11475
AAJNHDNO_05696	K15373
AAJNHDNO_05697	K01750
AAJNHDNO_05698	K01996
AAJNHDNO_05699	K01995
AAJNHDNO_05700	K01998
AAJNHDNO_05701	K01997
AAJNHDNO_05702	K01999
AAJNHDNO_05703	0
AAJNHDNO_05704	K03406
AAJNHDNO_05705	0
AAJNHDNO_05706	K00969
AAJNHDNO_05707	K08281
AAJNHDNO_05708	K00763
AAJNHDNO_05709	K01916
AAJNHDNO_05710	K21831
AAJNHDNO_05711	0
AAJNHDNO_05712	K06966
AAJNHDNO_05713	K06194
AAJNHDNO_05714	K03442
AAJNHDNO_05715	0
AAJNHDNO_05716	0
AAJNHDNO_05717	0
AAJNHDNO_05718	0
AAJNHDNO_05719	K01775
AAJNHDNO_05720	K02314
AAJNHDNO_05721	K02939
AAJNHDNO_05722	0
AAJNHDNO_05723	K02963
AAJNHDNO_05724	K02990
AAJNHDNO_05725	K03218
AAJNHDNO_05726	K12573
AAJNHDNO_05729	K01939
AAJNHDNO_05730	K02502
AAJNHDNO_05731	K09937
AAJNHDNO_05732	K04087
AAJNHDNO_05733	K04088
AAJNHDNO_05734	K03665
AAJNHDNO_05735	K03666
AAJNHDNO_05736	K00791
AAJNHDNO_05737	K03572
AAJNHDNO_05738	K01448
AAJNHDNO_05739	K06925
AAJNHDNO_05740	K17758
AAJNHDNO_05741	K18979
AAJNHDNO_05742	K13288
AAJNHDNO_05743	K06949
AAJNHDNO_05744	K02557
AAJNHDNO_05745	K02556
AAJNHDNO_05746	0
AAJNHDNO_05747	K01011
AAJNHDNO_05748	K01613
AAJNHDNO_05749	0
AAJNHDNO_05750	K21025
AAJNHDNO_05751	K01079
AAJNHDNO_05752	K07186
AAJNHDNO_05753	K07038
AAJNHDNO_05754	K09857
AAJNHDNO_05755	K02621
AAJNHDNO_05756	K06985
AAJNHDNO_05757	0
AAJNHDNO_05758	K02622
AAJNHDNO_05759	K07000
AAJNHDNO_05760	K03651
AAJNHDNO_05761	K09920
AAJNHDNO_05762	K01515
AAJNHDNO_05763	0
AAJNHDNO_05764	K03147
AAJNHDNO_05765	K12340
AAJNHDNO_05766	K00355
AAJNHDNO_05767	K00812
AAJNHDNO_05768	K12253
AAJNHDNO_05769	0
AAJNHDNO_05770	0
AAJNHDNO_05771	K15866
AAJNHDNO_05772	K02205
AAJNHDNO_05773	0
AAJNHDNO_05774	K02030
AAJNHDNO_05775	0
AAJNHDNO_05776	0
AAJNHDNO_05777	K02055
AAJNHDNO_05778	0
AAJNHDNO_05779	0
AAJNHDNO_05780	K02527
AAJNHDNO_05781	0
AAJNHDNO_05782	K03297
AAJNHDNO_05783	0
AAJNHDNO_05784	0
AAJNHDNO_05785	0
AAJNHDNO_05786	K00249
AAJNHDNO_05787	0
AAJNHDNO_05788	K03272
AAJNHDNO_05789	K11085
AAJNHDNO_05790	0
AAJNHDNO_05791	0
AAJNHDNO_05792	K12987
AAJNHDNO_05793	0
AAJNHDNO_05794	0
AAJNHDNO_05795	0
AAJNHDNO_05796	0
AAJNHDNO_05797	K00612
AAJNHDNO_05798	0
AAJNHDNO_05799	0
AAJNHDNO_05800	0
AAJNHDNO_05801	K02848
AAJNHDNO_05802	K02844
AAJNHDNO_05803	K02841
AAJNHDNO_05804	K02843
AAJNHDNO_05805	K00826
AAJNHDNO_05806	K00982
AAJNHDNO_05807	K00163
AAJNHDNO_05808	K00627
AAJNHDNO_05809	0
AAJNHDNO_05810	K07304
AAJNHDNO_05811	K07115
AAJNHDNO_05812	K00248
AAJNHDNO_05813	K11105
AAJNHDNO_05814	K05802
AAJNHDNO_05815	K08997
AAJNHDNO_05816	K07090
AAJNHDNO_05817	K01740
AAJNHDNO_05818	0
AAJNHDNO_05819	0
AAJNHDNO_05820	K03496
AAJNHDNO_05821	0
AAJNHDNO_05822	K08224
AAJNHDNO_05823	0
AAJNHDNO_05824	0
AAJNHDNO_05825	0
AAJNHDNO_05826	K01599
