locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKJFLGDP_02037	CDS	261				hypothetical protein
JKJFLGDP_02038	CDS	654				hypothetical protein
JKJFLGDP_02039	CDS	816				hypothetical protein
JKJFLGDP_02040	CDS	1149				hypothetical protein
JKJFLGDP_02041	CDS	528				hypothetical protein
JKJFLGDP_02042	CDS	471				hypothetical protein
JKJFLGDP_02043	CDS	711				hypothetical protein
JKJFLGDP_02044	CDS	267				hypothetical protein
JKJFLGDP_02045	CDS	825				hypothetical protein
JKJFLGDP_02046	CDS	654			COG1662	IS1 family transposase ISBeg1
JKJFLGDP_02047	CDS	477				IS1634 family transposase ISMth2
JKJFLGDP_02048	CDS	624				hypothetical protein
JKJFLGDP_02049	CDS	456				IS1634 family transposase ISMth2
JKJFLGDP_02050	CDS	600				IS701 family transposase ISMco3
JKJFLGDP_02051	CDS	1605				IS1634 family transposase ISMth2
JKJFLGDP_02052	CDS	465				hypothetical protein
JKJFLGDP_02053	CDS	330				hypothetical protein
JKJFLGDP_02054	CDS	882				IS3 family transposase ISMco1
JKJFLGDP_02055	CDS	330				hypothetical protein
JKJFLGDP_02056	CDS	882				IS3 family transposase ISMco1
JKJFLGDP_02057	CDS	120				hypothetical protein
JKJFLGDP_02058	CDS	630				hypothetical protein
JKJFLGDP_02059	CDS	777				hypothetical protein
JKJFLGDP_02060	CDS	780				hypothetical protein
JKJFLGDP_02061	CDS	624				hypothetical protein
JKJFLGDP_02062	CDS	249				hypothetical protein
JKJFLGDP_02063	CDS	522				hypothetical protein
JKJFLGDP_02064	tRNA	86				tRNA-Leu(caa)
JKJFLGDP_02065	CDS	156				hypothetical protein
JKJFLGDP_02066	CDS	1893		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
JKJFLGDP_02067	CDS	1125	acuC_2			Acetoin utilization protein AcuC
JKJFLGDP_02068	CDS	2754	napA	1.9.6.1		Periplasmic nitrate reductase
JKJFLGDP_02069	CDS	303				hypothetical protein
JKJFLGDP_02070	CDS	189				hypothetical protein
JKJFLGDP_02071	CDS	2625	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
JKJFLGDP_02072	CDS	567				hypothetical protein
JKJFLGDP_02073	CDS	750				hypothetical protein
JKJFLGDP_02074	CDS	1704				hypothetical protein
JKJFLGDP_02075	CDS	2844	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
JKJFLGDP_02076	CDS	555				hypothetical protein
JKJFLGDP_02077	CDS	918	rbn_2	3.1.-.-	COG1234	Ribonuclease BN
JKJFLGDP_02078	CDS	939				hypothetical protein
JKJFLGDP_02079	CDS	324				hypothetical protein
JKJFLGDP_02080	CDS	1092				hypothetical protein
JKJFLGDP_02081	CDS	333				hypothetical protein
JKJFLGDP_02082	CDS	657				hypothetical protein
JKJFLGDP_02083	CDS	279				hypothetical protein
JKJFLGDP_02084	CDS	780	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
JKJFLGDP_02085	CDS	288				hypothetical protein
JKJFLGDP_02086	CDS	456				hypothetical protein
JKJFLGDP_02087	CDS	618				hypothetical protein
JKJFLGDP_02088	CDS	393				hypothetical protein
JKJFLGDP_02089	CDS	435				hypothetical protein
JKJFLGDP_02090	CDS	528				hypothetical protein
JKJFLGDP_02091	CDS	1065				hypothetical protein
JKJFLGDP_02092	CDS	1011	citG	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
JKJFLGDP_02093	CDS	600				hypothetical protein
JKJFLGDP_02094	CDS	672	radA			DNA repair protein RadA
JKJFLGDP_02095	CDS	504				hypothetical protein
JKJFLGDP_02096	CDS	1227	larA	5.1.2.1	COG3875	Lactate racemase
JKJFLGDP_02097	CDS	858				hypothetical protein
JKJFLGDP_02098	CDS	957				hypothetical protein
JKJFLGDP_02099	CDS	1191				hypothetical protein
JKJFLGDP_02100	CDS	486				hypothetical protein
JKJFLGDP_02101	CDS	795				hypothetical protein
JKJFLGDP_02102	CDS	282				hypothetical protein
JKJFLGDP_02103	CDS	771				hypothetical protein
JKJFLGDP_02104	CDS	528				hypothetical protein
JKJFLGDP_02105	CDS	552				hypothetical protein
JKJFLGDP_02106	CDS	1461	bchE	1.21.98.3	COG1032	Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
JKJFLGDP_02107	CDS	1395				hypothetical protein
JKJFLGDP_02108	CDS	309				hypothetical protein
JKJFLGDP_02109	CDS	96				hypothetical protein
JKJFLGDP_02110	CDS	468				hypothetical protein
JKJFLGDP_02111	CDS	1734				hypothetical protein
JKJFLGDP_02112	CDS	4335				hypothetical protein
JKJFLGDP_02113	CDS	912				hypothetical protein
JKJFLGDP_02114	CDS	1314	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
JKJFLGDP_02115	CDS	279				hypothetical protein
JKJFLGDP_02116	CDS	771	rlmE	2.1.1.166		Ribosomal RNA large subunit methyltransferase E
JKJFLGDP_02117	CDS	396				hypothetical protein
JKJFLGDP_02118	CDS	597				hypothetical protein
JKJFLGDP_02119	CDS	195				hypothetical protein
JKJFLGDP_02120	CDS	492	dcd_2	3.5.4.13		dCTP deaminase, dUMP-forming
JKJFLGDP_02121	CDS	834	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
JKJFLGDP_02122	CDS	3009				hypothetical protein
JKJFLGDP_02123	CDS	1119	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JKJFLGDP_02124	CDS	981				hypothetical protein
JKJFLGDP_02125	CDS	1725	secD			Protein translocase subunit SecD
JKJFLGDP_02126	CDS	969	secF			Protein-export membrane protein SecF
JKJFLGDP_02127	CDS	1260	pyrF_2			Orotidine 5'-phosphate decarboxylase
JKJFLGDP_02128	CDS	900	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JKJFLGDP_02129	CDS	444				hypothetical protein
JKJFLGDP_02130	CDS	1467				hypothetical protein
JKJFLGDP_02131	CDS	393				hypothetical protein
JKJFLGDP_02132	CDS	786				hypothetical protein
JKJFLGDP_02133	CDS	123				hypothetical protein
JKJFLGDP_02134	CDS	165				hypothetical protein
JKJFLGDP_02135	CDS	468				hypothetical protein
JKJFLGDP_02136	CDS	186				hypothetical protein
JKJFLGDP_02137	CDS	1815				hypothetical protein
JKJFLGDP_02138	CDS	1011				hypothetical protein
JKJFLGDP_02139	CDS	723	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
JKJFLGDP_02140	CDS	843				hypothetical protein
JKJFLGDP_02141	CDS	1017				hypothetical protein
JKJFLGDP_02142	CDS	645	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
JKJFLGDP_02143	CDS	1122	aroB'	1.4.1.24		3-dehydroquinate synthase
JKJFLGDP_02144	CDS	714				hypothetical protein
JKJFLGDP_02145	CDS	1260	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
JKJFLGDP_02146	CDS	96				hypothetical protein
JKJFLGDP_02147	CDS	1062	ftsZ_2			Cell division protein FtsZ
JKJFLGDP_02148	CDS	711				hypothetical protein
JKJFLGDP_02149	CDS	2223	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
JKJFLGDP_02150	CDS	504				hypothetical protein
JKJFLGDP_02151	CDS	1254				hypothetical protein
JKJFLGDP_02152	CDS	1323				hypothetical protein
JKJFLGDP_02153	CDS	1830	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
JKJFLGDP_02154	CDS	1176	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JKJFLGDP_02155	CDS	573				hypothetical protein
JKJFLGDP_02156	CDS	444				hypothetical protein
JKJFLGDP_02157	CDS	879	rmd	1.1.1.281	COG1089	GDP-6-deoxy-D-mannose reductase
JKJFLGDP_02158	CDS	723	cugP_4	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JKJFLGDP_02159	CDS	990		5.1.3.2	COG1088	UDP-glucose 4-epimerase
JKJFLGDP_02160	CDS	1500				hypothetical protein
JKJFLGDP_02161	CDS	1074				hypothetical protein
JKJFLGDP_02162	CDS	924	arnC_5	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JKJFLGDP_02163	CDS	1083				hypothetical protein
JKJFLGDP_02164	CDS	1011				hypothetical protein
JKJFLGDP_02165	CDS	396	erpA			Iron-sulfur cluster insertion protein ErpA
JKJFLGDP_02166	CDS	171				hypothetical protein
JKJFLGDP_02167	CDS	423				hypothetical protein
JKJFLGDP_02168	CDS	462				hypothetical protein
JKJFLGDP_02169	CDS	744				hypothetical protein
JKJFLGDP_02170	CDS	1701	feoB		COG0370	Fe(2+) transporter FeoB
JKJFLGDP_02171	CDS	471				hypothetical protein
JKJFLGDP_02172	CDS	828	rlmJ	2.1.1.266		Ribosomal RNA large subunit methyltransferase J
JKJFLGDP_02173	CDS	2034		2.8.3.-		butyrate:acetyl-CoA coenzyme A-transferase
JKJFLGDP_02174	CDS	1026				hypothetical protein
JKJFLGDP_02175	CDS	516				hypothetical protein
JKJFLGDP_02176	CDS	1221				hypothetical protein
JKJFLGDP_02177	CDS	840	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
JKJFLGDP_02178	CDS	696				hypothetical protein
JKJFLGDP_02179	CDS	636				hypothetical protein
JKJFLGDP_02180	CDS	162				hypothetical protein
JKJFLGDP_02181	CDS	339				hypothetical protein
JKJFLGDP_02182	CDS	2259	ftsH_4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JKJFLGDP_02183	CDS	456				hypothetical protein
JKJFLGDP_02184	CDS	909				hypothetical protein
JKJFLGDP_02185	CDS	282				hypothetical protein
JKJFLGDP_02186	CDS	297				hypothetical protein
JKJFLGDP_02187	CDS	138				hypothetical protein
JKJFLGDP_02188	CDS	1347				hypothetical protein
JKJFLGDP_02189	CDS	2898	ycf3_10			Photosystem I assembly protein Ycf3
JKJFLGDP_02190	CDS	543				hypothetical protein
JKJFLGDP_02191	CDS	435				hypothetical protein
JKJFLGDP_02192	CDS	1305		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
JKJFLGDP_02193	CDS	276				hypothetical protein
JKJFLGDP_02194	CDS	1455	ribZ_2			Riboflavin transporter RibZ
JKJFLGDP_02195	CDS	213				hypothetical protein
JKJFLGDP_02196	CDS	132				hypothetical protein
JKJFLGDP_02197	CDS	312				hypothetical protein
JKJFLGDP_02198	CDS	3141		3.1.21.4		Type IIS restriction enzyme Eco57I
JKJFLGDP_02199	CDS	1116				hypothetical protein
JKJFLGDP_02200	CDS	408	mrr_1		COG1715	Mrr restriction system protein
JKJFLGDP_02201	CDS	1122				hypothetical protein
JKJFLGDP_02202	CDS	240				IS1634 family transposase ISMth2
JKJFLGDP_02203	CDS	186				hypothetical protein
JKJFLGDP_02204	CDS	342				hypothetical protein
JKJFLGDP_02205	CDS	129				hypothetical protein
JKJFLGDP_02206	CDS	270	mrr_2		COG1715	Mrr restriction system protein
JKJFLGDP_02207	CDS	165				hypothetical protein
JKJFLGDP_02208	CDS	261				hypothetical protein
JKJFLGDP_02209	CDS	150				hypothetical protein
JKJFLGDP_02210	CDS	363				hypothetical protein
JKJFLGDP_02211	CDS	276				hypothetical protein
JKJFLGDP_02212	CDS	1017				hypothetical protein
JKJFLGDP_02213	CDS	519				IS21 family transposase ISMac9
JKJFLGDP_02214	CDS	606				hypothetical protein
JKJFLGDP_02215	CDS	726				hypothetical protein
JKJFLGDP_02216	CDS	237				IS66 family transposase ISArch14
JKJFLGDP_02217	CDS	468				hypothetical protein
JKJFLGDP_02218	CDS	9045				hypothetical protein
JKJFLGDP_02219	CDS	1254	eno	4.2.1.11	COG0148	Enolase
JKJFLGDP_02220	CDS	312				hypothetical protein
JKJFLGDP_02221	CDS	1104	mat_2	2.5.1.6		S-adenosylmethionine synthase
JKJFLGDP_02222	CDS	1299	ftsH_5	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JKJFLGDP_02223	CDS	1656	groL_4		COG0459	60 kDa chaperonin
JKJFLGDP_02224	CDS	261				hypothetical protein
JKJFLGDP_02225	CDS	1062				hypothetical protein
JKJFLGDP_02226	CDS	672				hypothetical protein
JKJFLGDP_02227	CDS	528				hypothetical protein
JKJFLGDP_02228	CDS	813				ISNCY family transposase ISMac19
JKJFLGDP_02229	CDS	693				hypothetical protein
JKJFLGDP_02230	CDS	810	cyoE_2	2.5.1.141		Protoheme IX farnesyltransferase
JKJFLGDP_02231	CDS	1041				hypothetical protein
JKJFLGDP_02232	CDS	1017				hypothetical protein
JKJFLGDP_02233	CDS	1629				hypothetical protein
JKJFLGDP_02234	CDS	1143	sbcD			Nuclease SbcCD subunit D
JKJFLGDP_02235	CDS	933	smc_2			Chromosome partition protein Smc
JKJFLGDP_02236	CDS	2073				hypothetical protein
JKJFLGDP_02237	CDS	147				hypothetical protein
JKJFLGDP_02238	CDS	1185				hypothetical protein
JKJFLGDP_02239	CDS	411				hypothetical protein
JKJFLGDP_02240	CDS	849	ku		COG1273	Non-homologous end joining protein Ku
JKJFLGDP_02241	CDS	948	ligD_2		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
JKJFLGDP_02242	CDS	1434	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
JKJFLGDP_02243	CDS	327				hypothetical protein
JKJFLGDP_02244	CDS	810	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
JKJFLGDP_02245	CDS	1272	csd	2.8.1.7		putative cysteine desulfurase
JKJFLGDP_02246	CDS	759	fdhD		COG1526	Sulfur carrier protein FdhD
JKJFLGDP_02247	CDS	903	ttuA	2.8.1.15	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
JKJFLGDP_02248	CDS	2172	ftsH_6	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
JKJFLGDP_02249	CDS	156				hypothetical protein
JKJFLGDP_02250	CDS	813	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
JKJFLGDP_02251	CDS	348				hypothetical protein
JKJFLGDP_02252	CDS	762	cutA			Divalent-cation tolerance protein CutA
JKJFLGDP_02253	CDS	279				hypothetical protein
JKJFLGDP_02254	CDS	384				hypothetical protein
JKJFLGDP_02255	CDS	450				hypothetical protein
JKJFLGDP_02256	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
JKJFLGDP_02257	CDS	195				hypothetical protein
JKJFLGDP_02258	CDS	1668				hypothetical protein
JKJFLGDP_02259	CDS	753				hypothetical protein
JKJFLGDP_02260	CDS	951	folE2	3.5.4.16	COG1469	GTP cyclohydrolase FolE2
JKJFLGDP_02261	CDS	192				hypothetical protein
JKJFLGDP_02262	CDS	657	kptA	2.7.1.-		RNA 2'-phosphotransferase
JKJFLGDP_02263	CDS	612	uppS	2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
JKJFLGDP_02264	CDS	1215				hypothetical protein
JKJFLGDP_02265	CDS	882	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JKJFLGDP_02266	CDS	909	tyrA		COG0287	T-protein
JKJFLGDP_02267	CDS	1134	aspC_2	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
JKJFLGDP_02268	CDS	447	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
JKJFLGDP_02269	CDS	867	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JKJFLGDP_02270	CDS	411				hypothetical protein
JKJFLGDP_02271	CDS	633	satP		COG1584	Succinate-acetate/proton symporter SatP
JKJFLGDP_02272	CDS	888				hypothetical protein
JKJFLGDP_02273	CDS	2145				hypothetical protein
JKJFLGDP_02274	CDS	204				hypothetical protein
JKJFLGDP_02275	CDS	618				hypothetical protein
JKJFLGDP_02276	CDS	996	ddl	6.3.2.4		D-alanine--D-alanine ligase
JKJFLGDP_02277	CDS	492				hypothetical protein
JKJFLGDP_02278	CDS	1266	gshA	6.3.2.2		Glutamate--cysteine ligase
JKJFLGDP_02279	CDS	1224	cpoB_8			Cell division coordinator CpoB
JKJFLGDP_02280	CDS	756				hypothetical protein
JKJFLGDP_02281	CDS	1362		1.18.1.2		Ferredoxin--NADP reductase
JKJFLGDP_02282	CDS	444	cooF		COG1142	Iron-sulfur protein
JKJFLGDP_02283	CDS	483				hypothetical protein
JKJFLGDP_02284	CDS	855	nikO	3.6.3.-	COG1122	Nickel import ATP-binding protein NikO
JKJFLGDP_02285	CDS	939	nikQ		COG0619	Nickel transport protein NikQ
JKJFLGDP_02286	CDS	324				hypothetical protein
JKJFLGDP_02287	CDS	720	nikMN		COG0310	Fused nickel transport protein NikMN
JKJFLGDP_02288	CDS	807				hypothetical protein
JKJFLGDP_02289	CDS	684		3.5.2.6		Metallo-beta-lactamase L1 type 3
JKJFLGDP_02290	CDS	1050	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
JKJFLGDP_02291	CDS	1320	bcr			Bicyclomycin resistance protein
JKJFLGDP_02292	CDS	570		1.6.5.2		NAD(P)H dehydrogenase (quinone)
JKJFLGDP_02293	CDS	261				hypothetical protein
JKJFLGDP_02294	CDS	696				hypothetical protein
JKJFLGDP_02295	CDS	789				hypothetical protein
JKJFLGDP_02296	CDS	2058				hypothetical protein
JKJFLGDP_02297	rRNA	1463				16S ribosomal RNA
JKJFLGDP_02298	tRNA	73				tRNA-Ala(tgc)
JKJFLGDP_02299	rRNA	2885				23S ribosomal RNA
JKJFLGDP_02300	rRNA	116				5S ribosomal RNA
JKJFLGDP_02301	CDS	378				hypothetical protein
JKJFLGDP_02302	CDS	231				hypothetical protein
JKJFLGDP_02303	CDS	201				hypothetical protein
JKJFLGDP_02304	CDS	1416	pqqE_3	1.21.98.4		PqqA peptide cyclase
JKJFLGDP_02305	CDS	393				hypothetical protein
JKJFLGDP_02306	CDS	273				hypothetical protein
JKJFLGDP_02307	CDS	252				hypothetical protein
JKJFLGDP_02308	CDS	1566				IS1634 family transposase ISMac12
JKJFLGDP_02309	CDS	168				hypothetical protein
JKJFLGDP_02310	CDS	285				hypothetical protein
JKJFLGDP_02311	CDS	210				hypothetical protein
JKJFLGDP_02312	CDS	453				IS200/IS605 family transposase ISMco2
JKJFLGDP_02313	CDS	267				hypothetical protein
JKJFLGDP_02314	CDS	858				hypothetical protein
JKJFLGDP_02315	CDS	1017	mtnA_1	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
JKJFLGDP_02316	CDS	831	MTAP	2.4.2.1		S-methyl-5'-thioadenosine phosphorylase
JKJFLGDP_02317	CDS	399				hypothetical protein
JKJFLGDP_02318	CDS	630				hypothetical protein
JKJFLGDP_02319	CDS	276				hypothetical protein
JKJFLGDP_02320	CDS	912				hypothetical protein
JKJFLGDP_02321	CDS	921	mamM			Magnetosome protein MamM
JKJFLGDP_02322	CDS	3375				hypothetical protein
JKJFLGDP_02323	CDS	900				hypothetical protein
JKJFLGDP_02324	CDS	1527				hypothetical protein
JKJFLGDP_02325	CDS	1413	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
JKJFLGDP_02326	CDS	927			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
JKJFLGDP_02327	CDS	4707	tolB_4			Tol-Pal system protein TolB
JKJFLGDP_02328	CDS	2148				hypothetical protein
JKJFLGDP_02329	CDS	849				hypothetical protein
JKJFLGDP_02330	CDS	1233				hypothetical protein
JKJFLGDP_02331	CDS	303				hypothetical protein
JKJFLGDP_02332	CDS	756				hypothetical protein
JKJFLGDP_02333	CDS	939	cyoE_3	2.5.1.141		Protoheme IX farnesyltransferase
JKJFLGDP_02334	CDS	720	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
JKJFLGDP_02335	CDS	450				hypothetical protein
JKJFLGDP_02336	CDS	633				hypothetical protein
JKJFLGDP_02337	CDS	540	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
JKJFLGDP_02338	CDS	897	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
JKJFLGDP_02339	CDS	741				hypothetical protein
JKJFLGDP_02340	CDS	1518	cbiA_2	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
JKJFLGDP_02341	CDS	252				hypothetical protein
JKJFLGDP_02342	CDS	798				hypothetical protein
JKJFLGDP_02343	CDS	774				hypothetical protein
JKJFLGDP_02344	CDS	339				hypothetical protein
JKJFLGDP_02345	CDS	447				hypothetical protein
JKJFLGDP_02346	CDS	546				hypothetical protein
JKJFLGDP_02347	CDS	1539				hypothetical protein
JKJFLGDP_02348	CDS	2688				hypothetical protein
JKJFLGDP_02349	CDS	690				hypothetical protein
JKJFLGDP_02350	CDS	705				hypothetical protein
JKJFLGDP_02351	CDS	471				hypothetical protein
JKJFLGDP_02352	CDS	1068				hypothetical protein
JKJFLGDP_02353	CDS	168				hypothetical protein
JKJFLGDP_02354	CDS	618				hypothetical protein
JKJFLGDP_02355	CDS	573				hypothetical protein
JKJFLGDP_02356	CDS	2841	rhlB	3.6.4.13		ATP-dependent RNA helicase RhlB
JKJFLGDP_02357	CDS	231				hypothetical protein
JKJFLGDP_02358	CDS	1272	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
JKJFLGDP_02359	CDS	576				IS66 family transposase ISPre3
JKJFLGDP_02360	CDS	147				hypothetical protein
JKJFLGDP_02361	CDS	225				hypothetical protein
JKJFLGDP_02362	CDS	1065	hmuU_2		COG0609	Hemin transport system permease protein HmuU
JKJFLGDP_02363	CDS	915	btuF_10		COG0614	Vitamin B12-binding protein
JKJFLGDP_02364	CDS	1851				hypothetical protein
JKJFLGDP_02365	CDS	453				hypothetical protein
JKJFLGDP_02366	CDS	1245	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
JKJFLGDP_02367	CDS	864	folD		COG0190	Bifunctional protein FolD protein
JKJFLGDP_02368	CDS	597				hypothetical protein
JKJFLGDP_02369	CDS	645	mobA_2	2.7.7.77	COG0746	putative molybdenum cofactor guanylyltransferase
JKJFLGDP_02370	CDS	183				hypothetical protein
JKJFLGDP_02371	CDS	1107				hypothetical protein
JKJFLGDP_02372	CDS	333				hypothetical protein
JKJFLGDP_02373	CDS	273				hypothetical protein
JKJFLGDP_02374	CDS	312				hypothetical protein
JKJFLGDP_02375	CDS	1395				hypothetical protein
JKJFLGDP_02376	CDS	210				hypothetical protein
JKJFLGDP_02377	CDS	228				hypothetical protein
JKJFLGDP_02378	CDS	411	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
JKJFLGDP_02379	CDS	222				hypothetical protein
JKJFLGDP_02380	CDS	252				hypothetical protein
JKJFLGDP_02381	CDS	255				hypothetical protein
JKJFLGDP_02382	CDS	450				hypothetical protein
JKJFLGDP_02383	CDS	261				hypothetical protein
JKJFLGDP_02384	CDS	237				hypothetical protein
JKJFLGDP_02385	CDS	777			COG3039	IS5 family transposase ISArch6
JKJFLGDP_02386	CDS	228				hypothetical protein
JKJFLGDP_02387	CDS	210				hypothetical protein
JKJFLGDP_02388	CDS	435				hypothetical protein
JKJFLGDP_02389	CDS	252				hypothetical protein
JKJFLGDP_02390	CDS	273				hypothetical protein
JKJFLGDP_02391	CDS	234	hicB		COG1598	Antitoxin HicB
JKJFLGDP_02392	CDS	228				hypothetical protein
JKJFLGDP_02393	CDS	411				hypothetical protein
JKJFLGDP_02394	CDS	228				hypothetical protein
JKJFLGDP_02395	CDS	474				hypothetical protein
JKJFLGDP_02396	CDS	738				hypothetical protein
JKJFLGDP_02397	CDS	1407				hypothetical protein
JKJFLGDP_02398	CDS	600				hypothetical protein
JKJFLGDP_02399	CDS	942				IS256 family transposase ISMco4
JKJFLGDP_02400	CDS	474				hypothetical protein
JKJFLGDP_02401	CDS	630				hypothetical protein
JKJFLGDP_02402	CDS	708				IS21 family transposase ISKol1
JKJFLGDP_02403	CDS	1473				hypothetical protein
JKJFLGDP_02404	CDS	1008				hypothetical protein
JKJFLGDP_02405	CDS	909				hypothetical protein
JKJFLGDP_02406	rRNA	118				5S ribosomal RNA
JKJFLGDP_02407	rRNA	2886				23S ribosomal RNA
JKJFLGDP_02408	tRNA	73				tRNA-Ala(tgc)
JKJFLGDP_02409	rRNA	1465				16S ribosomal RNA
JKJFLGDP_02410	CDS	168				hypothetical protein
JKJFLGDP_02411	CDS	1953	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
JKJFLGDP_02412	CDS	492				hypothetical protein
JKJFLGDP_02413	CDS	1392	QTRT1	2.4.2.29		Queuine tRNA-ribosyltransferase catalytic subunit 1
JKJFLGDP_02414	CDS	1788				hypothetical protein
JKJFLGDP_02415	CDS	462				hypothetical protein
JKJFLGDP_02416	CDS	1566				IS1634 family transposase ISMac12
JKJFLGDP_02417	CDS	1407		1.6.99.3		putative NADH oxidase
JKJFLGDP_02418	CDS	828	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JKJFLGDP_02419	CDS	408				hypothetical protein
JKJFLGDP_02420	CDS	540				hypothetical protein
JKJFLGDP_02421	CDS	537				hypothetical protein
JKJFLGDP_02422	CDS	390	rpsK		COG0100	30S ribosomal protein S11
JKJFLGDP_02423	CDS	795	napF			Ferredoxin-type protein NapF
JKJFLGDP_02424	tRNA	86				tRNA-Leu(gag)
JKJFLGDP_02425	CDS	1047				hypothetical protein
JKJFLGDP_02426	CDS	198				hypothetical protein
JKJFLGDP_02427	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JKJFLGDP_02428	CDS	1248	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
JKJFLGDP_02429	CDS	261				hypothetical protein
JKJFLGDP_02430	CDS	390				hypothetical protein
JKJFLGDP_02431	CDS	549				hypothetical protein
JKJFLGDP_02432	CDS	1176	thi4	2.4.2.59		Thiamine thiazole synthase
JKJFLGDP_02433	CDS	171				hypothetical protein
JKJFLGDP_02434	CDS	270	acyP_2	3.6.1.7	COG1254	Acylphosphatase
JKJFLGDP_02435	CDS	705	tpiA			Triosephosphate isomerase
JKJFLGDP_02436	CDS	504				hypothetical protein
JKJFLGDP_02437	CDS	129				hypothetical protein
JKJFLGDP_02438	CDS	3738				hypothetical protein
JKJFLGDP_02439	CDS	1077				hypothetical protein
JKJFLGDP_02440	CDS	660				hypothetical protein
JKJFLGDP_02441	CDS	2124				hypothetical protein
JKJFLGDP_02442	CDS	984	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
JKJFLGDP_02443	CDS	444	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
JKJFLGDP_02444	CDS	717	yisK		COG0179	putative protein YisK
JKJFLGDP_02445	CDS	798	griI_3	4.1.2.56	COG1830	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase
JKJFLGDP_02446	CDS	426				hypothetical protein
JKJFLGDP_02447	CDS	708				IS21 family transposase ISKol1
JKJFLGDP_02448	CDS	1473				hypothetical protein
JKJFLGDP_02449	CDS	549				hypothetical protein
JKJFLGDP_02450	CDS	3213	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
JKJFLGDP_02451	CDS	5937				hypothetical protein
JKJFLGDP_02452	CDS	324				hypothetical protein
JKJFLGDP_02453	CDS	1572				hypothetical protein
JKJFLGDP_02454	CDS	1464				hypothetical protein
JKJFLGDP_02455	CDS	477				hypothetical protein
JKJFLGDP_02456	CDS	504				hypothetical protein
JKJFLGDP_02457	CDS	531				hypothetical protein
