query	KEGG
NGEEOFDF_04798	K00560
NGEEOFDF_04799	K03498
NGEEOFDF_04800	K00230
NGEEOFDF_04806	K03753
NGEEOFDF_04807	K03752
NGEEOFDF_04808	K09896
NGEEOFDF_04809	0
NGEEOFDF_04810	K03673
NGEEOFDF_04811	0
NGEEOFDF_04812	0
NGEEOFDF_04813	0
NGEEOFDF_04814	K02335
NGEEOFDF_04815	K03978
NGEEOFDF_04816	K09894
NGEEOFDF_04817	K02495
NGEEOFDF_04818	0
NGEEOFDF_04819	K07712
NGEEOFDF_04820	K07708
NGEEOFDF_04821	K01915
NGEEOFDF_04822	K06207
NGEEOFDF_04823	K03710
NGEEOFDF_04824	0
NGEEOFDF_04825	0
NGEEOFDF_04826	K22110
NGEEOFDF_04827	K03292
NGEEOFDF_04828	K03292
NGEEOFDF_04829	K15922
NGEEOFDF_04830	K07090
NGEEOFDF_04831	K01785
NGEEOFDF_04832	K18479
NGEEOFDF_04833	K01635
NGEEOFDF_04834	K08318
NGEEOFDF_04835	K00846
NGEEOFDF_04836	0
NGEEOFDF_04837	K07025
NGEEOFDF_04838	K07058
NGEEOFDF_04839	K07560
NGEEOFDF_04840	0
NGEEOFDF_04841	0
NGEEOFDF_04842	0
NGEEOFDF_04843	0
NGEEOFDF_04844	0
NGEEOFDF_04845	0
NGEEOFDF_04846	K02380
NGEEOFDF_04847	K00127
NGEEOFDF_04848	K00124
NGEEOFDF_04849	K00123
NGEEOFDF_04850	K00123
NGEEOFDF_04851	K02379
NGEEOFDF_04852	0
NGEEOFDF_04853	K18531
NGEEOFDF_04854	K18530
NGEEOFDF_04855	K11202
NGEEOFDF_04856	K02768
NGEEOFDF_04857	0
NGEEOFDF_04858	K03534
NGEEOFDF_04859	K01629
NGEEOFDF_04860	K01813
NGEEOFDF_04861	K00848
NGEEOFDF_04862	K02855
NGEEOFDF_04863	K02854
NGEEOFDF_04864	K02856
NGEEOFDF_04865	K02856
NGEEOFDF_04866	K04564
NGEEOFDF_04867	K02526
NGEEOFDF_04868	0
NGEEOFDF_04869	K07640
NGEEOFDF_04870	K07662
NGEEOFDF_04871	K06006
NGEEOFDF_04872	K13283
NGEEOFDF_04874	K00850
NGEEOFDF_04875	K02048
NGEEOFDF_04876	K01521
NGEEOFDF_04877	K01803
NGEEOFDF_04878	0
NGEEOFDF_04879	0
NGEEOFDF_04880	0
NGEEOFDF_04881	K14065
NGEEOFDF_04882	K00528
NGEEOFDF_04883	K02446
NGEEOFDF_04884	K00864
NGEEOFDF_04885	K02440
NGEEOFDF_04886	K09892
NGEEOFDF_04887	0
NGEEOFDF_04888	0
NGEEOFDF_04889	K02553
NGEEOFDF_04890	K02548
NGEEOFDF_04891	K03667
NGEEOFDF_04892	K01419
NGEEOFDF_04893	K03591
NGEEOFDF_04894	K05499
NGEEOFDF_04895	K04066
NGEEOFDF_04896	K02909
NGEEOFDF_04897	0
NGEEOFDF_04900	K07489
NGEEOFDF_04901	0
NGEEOFDF_04902	K03764
NGEEOFDF_04903	K01739
NGEEOFDF_04904	K12524
NGEEOFDF_04905	K00297
NGEEOFDF_04906	K03782
NGEEOFDF_04907	0
NGEEOFDF_04908	K09974
NGEEOFDF_04909	K00005
NGEEOFDF_04910	K08313
NGEEOFDF_04911	K08483
NGEEOFDF_04912	K02768
NGEEOFDF_04913	K02768
NGEEOFDF_04914	K02769
NGEEOFDF_04915	K00656
NGEEOFDF_04916	K04069
NGEEOFDF_04917	K11202
NGEEOFDF_04918	0
NGEEOFDF_04919	K19353
NGEEOFDF_04920	K01595
NGEEOFDF_04921	K01438
NGEEOFDF_04922	K00145
NGEEOFDF_04923	K00930
NGEEOFDF_04924	K01755
NGEEOFDF_04925	K04761
NGEEOFDF_04926	K00322
NGEEOFDF_04927	K01451
NGEEOFDF_04928	K03762
NGEEOFDF_04929	K22105
NGEEOFDF_04930	0
NGEEOFDF_04931	K00557
NGEEOFDF_04932	K16092
NGEEOFDF_04933	K01776
NGEEOFDF_04938	K00075
NGEEOFDF_04939	K03524
NGEEOFDF_04940	K00867
NGEEOFDF_04945	K02358
NGEEOFDF_04946	K03073
NGEEOFDF_04947	K02601
NGEEOFDF_04948	K02867
NGEEOFDF_04949	K02863
NGEEOFDF_04950	K02864
NGEEOFDF_04951	K02935
NGEEOFDF_04952	K03043
NGEEOFDF_04953	K03046
NGEEOFDF_04954	0
NGEEOFDF_04955	K03150
NGEEOFDF_04956	K03149
NGEEOFDF_04957	K03154
NGEEOFDF_04958	K03148
NGEEOFDF_04959	K00788
NGEEOFDF_04960	K03147
NGEEOFDF_04961	K07740
NGEEOFDF_04962	K03426
NGEEOFDF_04963	K01599
NGEEOFDF_04964	K05982
NGEEOFDF_04965	K09891
NGEEOFDF_04966	K03530
NGEEOFDF_04967	0
NGEEOFDF_04968	K07803
NGEEOFDF_04970	K07709
NGEEOFDF_04971	K07713
NGEEOFDF_04972	K01945
NGEEOFDF_04973	K00602
NGEEOFDF_04978	K03827
NGEEOFDF_04979	K00651
NGEEOFDF_04980	K01638
NGEEOFDF_04981	K01637
NGEEOFDF_04982	K00906
NGEEOFDF_04983	K06867
NGEEOFDF_04984	K13641
NGEEOFDF_04985	K00548
NGEEOFDF_04986	K03324
NGEEOFDF_04987	K05995
NGEEOFDF_04988	K19956
NGEEOFDF_04989	K02771
NGEEOFDF_04990	0
NGEEOFDF_04991	K07497
NGEEOFDF_04992	K07132
NGEEOFDF_04995	0
NGEEOFDF_04998	0
NGEEOFDF_05000	0
NGEEOFDF_05002	0
NGEEOFDF_05007	0
NGEEOFDF_05008	0
NGEEOFDF_05009	K01185
NGEEOFDF_05010	0
NGEEOFDF_05011	K06204
NGEEOFDF_05012	0
NGEEOFDF_05013	0
NGEEOFDF_05014	0
NGEEOFDF_05015	0
NGEEOFDF_05016	0
NGEEOFDF_05017	0
NGEEOFDF_05018	0
NGEEOFDF_05019	0
NGEEOFDF_05020	0
NGEEOFDF_05022	0
NGEEOFDF_05023	0
NGEEOFDF_05024	0
NGEEOFDF_05025	0
NGEEOFDF_05026	0
NGEEOFDF_05027	0
NGEEOFDF_05028	0
NGEEOFDF_05029	0
NGEEOFDF_05030	0
NGEEOFDF_05031	0
NGEEOFDF_05032	0
NGEEOFDF_05033	0
NGEEOFDF_05034	0
NGEEOFDF_05035	0
NGEEOFDF_05036	0
NGEEOFDF_05037	K14060
NGEEOFDF_05038	K07497
NGEEOFDF_05039	0
NGEEOFDF_05042	K21527
NGEEOFDF_05043	K02771
NGEEOFDF_05044	K02746
NGEEOFDF_05045	K02813
NGEEOFDF_05046	K02812
NGEEOFDF_05047	K00068
NGEEOFDF_05048	0
NGEEOFDF_05049	K06182
NGEEOFDF_05050	0
NGEEOFDF_05051	K00928
NGEEOFDF_05052	K01810
NGEEOFDF_05053	0
NGEEOFDF_05054	0
NGEEOFDF_05055	0
NGEEOFDF_05056	0
NGEEOFDF_05057	K13256
NGEEOFDF_05058	K02100
NGEEOFDF_05059	K10110
NGEEOFDF_05060	K10109
NGEEOFDF_05061	K10108
NGEEOFDF_05062	K10111
NGEEOFDF_05063	K02024
NGEEOFDF_05064	K05775
NGEEOFDF_05065	0
NGEEOFDF_05066	K03181
NGEEOFDF_05067	K03179
NGEEOFDF_05068	K00631
NGEEOFDF_05069	K00901
NGEEOFDF_05070	K01356
NGEEOFDF_05071	K03327
NGEEOFDF_05072	0
NGEEOFDF_05073	K09823
NGEEOFDF_05074	0
NGEEOFDF_05075	K05539
NGEEOFDF_05076	0
NGEEOFDF_05077	K00344
NGEEOFDF_05078	K02314
NGEEOFDF_05079	K01775
NGEEOFDF_05080	K00832
NGEEOFDF_05081	0
NGEEOFDF_05082	K03788
NGEEOFDF_05083	0
NGEEOFDF_05084	0
NGEEOFDF_05085	K03701
NGEEOFDF_05086	K03111
NGEEOFDF_05087	0
NGEEOFDF_05088	0
NGEEOFDF_05089	K13631
NGEEOFDF_05090	K13639
NGEEOFDF_05091	K06901
NGEEOFDF_05092	K03316
NGEEOFDF_05093	0
NGEEOFDF_05094	K14393
NGEEOFDF_05095	0
NGEEOFDF_05096	K01895
NGEEOFDF_05097	K03385
NGEEOFDF_05098	K04013
NGEEOFDF_05099	K00184
NGEEOFDF_05100	K04015
NGEEOFDF_05101	K04016
NGEEOFDF_05102	K02200
NGEEOFDF_05103	K04018
NGEEOFDF_05104	K11102
NGEEOFDF_05105	K07126
NGEEOFDF_05106	K00123
NGEEOFDF_05107	K00123
NGEEOFDF_05108	K15550
NGEEOFDF_05109	K15547
NGEEOFDF_05110	K15549
NGEEOFDF_05111	0
NGEEOFDF_05112	0
NGEEOFDF_05113	K02483
NGEEOFDF_05114	0
NGEEOFDF_05115	K01624
NGEEOFDF_05116	K09988
NGEEOFDF_05117	K10439
NGEEOFDF_05118	K10440
NGEEOFDF_05119	K02056
NGEEOFDF_05120	0
NGEEOFDF_05121	0
NGEEOFDF_05122	K06167
NGEEOFDF_05123	K09994
NGEEOFDF_05124	K05774
NGEEOFDF_05125	K06162
NGEEOFDF_05126	K05780
NGEEOFDF_05127	K05781
NGEEOFDF_05128	K06163
NGEEOFDF_05129	K06164
NGEEOFDF_05130	K06165
NGEEOFDF_05131	K06166
NGEEOFDF_05132	K02043
NGEEOFDF_05133	K02042
NGEEOFDF_05134	K02044
NGEEOFDF_05135	K02041
NGEEOFDF_05136	K04750
NGEEOFDF_05137	K06193
NGEEOFDF_05138	0
NGEEOFDF_05139	0
NGEEOFDF_05140	K03762
NGEEOFDF_05142	K07643
NGEEOFDF_05143	K07771
NGEEOFDF_05144	K03760
NGEEOFDF_05145	K03294
NGEEOFDF_05146	K03755
NGEEOFDF_05147	K01584
NGEEOFDF_05148	0
NGEEOFDF_05149	K07406
NGEEOFDF_05150	K03292
NGEEOFDF_05151	K08984
NGEEOFDF_05152	K01676
NGEEOFDF_05153	K07792
NGEEOFDF_05154	K02475
NGEEOFDF_05155	K02476
NGEEOFDF_05156	0
NGEEOFDF_05157	K06975
NGEEOFDF_05158	0
NGEEOFDF_05159	0
NGEEOFDF_05160	K04567
NGEEOFDF_05161	K03305
NGEEOFDF_05162	K01582
NGEEOFDF_05163	K03294
NGEEOFDF_05164	K03765
NGEEOFDF_05166	0
NGEEOFDF_05167	K04084
NGEEOFDF_05168	K03926
NGEEOFDF_05169	K07791
NGEEOFDF_05170	K01744
NGEEOFDF_05171	K07113
NGEEOFDF_05172	K03757
NGEEOFDF_05173	K04078
NGEEOFDF_05174	K04077
NGEEOFDF_05175	0
NGEEOFDF_05176	0
NGEEOFDF_05177	K01843
NGEEOFDF_05178	K02356
NGEEOFDF_05179	K16347
NGEEOFDF_05180	K16348
NGEEOFDF_05181	K03297
NGEEOFDF_05182	K03098
NGEEOFDF_05183	K01467
NGEEOFDF_05184	K00247
NGEEOFDF_05185	K00246
NGEEOFDF_05186	K00245
NGEEOFDF_05187	K00244
NGEEOFDF_05188	K04568
NGEEOFDF_05189	0
NGEEOFDF_05190	K05802
NGEEOFDF_05191	K01613
NGEEOFDF_05192	K06949
NGEEOFDF_05193	K13288
NGEEOFDF_05197	K18979
NGEEOFDF_05198	K17758
NGEEOFDF_05199	K06925
NGEEOFDF_05200	K01448
NGEEOFDF_05201	K03572
NGEEOFDF_05202	K00791
NGEEOFDF_05203	K03666
NGEEOFDF_05204	K03665
NGEEOFDF_05205	K04088
NGEEOFDF_05206	K04087
NGEEOFDF_05207	K09937
NGEEOFDF_05208	K01939
NGEEOFDF_05209	K13771
NGEEOFDF_05210	K12573
NGEEOFDF_05211	K03218
NGEEOFDF_05212	K09980
NGEEOFDF_05213	K03969
NGEEOFDF_05214	0
NGEEOFDF_05215	K08989
NGEEOFDF_05216	0
NGEEOFDF_05217	0
NGEEOFDF_05218	K09456
NGEEOFDF_05219	0
NGEEOFDF_05220	0
NGEEOFDF_05221	K06889
NGEEOFDF_05222	K03477
NGEEOFDF_05223	K03476
NGEEOFDF_05224	K02822
NGEEOFDF_05225	K02822
NGEEOFDF_05226	K02821
NGEEOFDF_05227	K03078
NGEEOFDF_05228	K03079
NGEEOFDF_05229	K03077
NGEEOFDF_05230	0
NGEEOFDF_05231	K02990
NGEEOFDF_05232	K02686
NGEEOFDF_05233	K02963
NGEEOFDF_05234	K02939
NGEEOFDF_05235	0
NGEEOFDF_05236	K07491
NGEEOFDF_05237	K07496
NGEEOFDF_05238	K07268
NGEEOFDF_05239	K03773
NGEEOFDF_05240	K11737
NGEEOFDF_05241	K07322
NGEEOFDF_05242	0
NGEEOFDF_05243	K19267
NGEEOFDF_05244	0
NGEEOFDF_05245	K01119
NGEEOFDF_05246	K01082
NGEEOFDF_05247	0
NGEEOFDF_05248	K07109
NGEEOFDF_05249	0
NGEEOFDF_05250	0
NGEEOFDF_05251	K07304
NGEEOFDF_05252	K07278
NGEEOFDF_05253	K09800
NGEEOFDF_05254	0
NGEEOFDF_05255	K18842
NGEEOFDF_05256	K07171
NGEEOFDF_05257	K01507
NGEEOFDF_05258	K02058
NGEEOFDF_05259	K02056
NGEEOFDF_05260	K02057
NGEEOFDF_05261	K02057
NGEEOFDF_05262	K03841
NGEEOFDF_05263	K02558
NGEEOFDF_05264	K09889
NGEEOFDF_05265	K03592
NGEEOFDF_05266	K15536
NGEEOFDF_05267	K04068
NGEEOFDF_05268	K21636
NGEEOFDF_05269	K01182
NGEEOFDF_05270	K02818
NGEEOFDF_05271	K03485
NGEEOFDF_05272	K01531
NGEEOFDF_05273	K09022
NGEEOFDF_05274	K00610
NGEEOFDF_05275	K00609
NGEEOFDF_05276	0
NGEEOFDF_05277	K00059
NGEEOFDF_05278	K19335
NGEEOFDF_05279	K19334
NGEEOFDF_05280	0
NGEEOFDF_05281	K00611
NGEEOFDF_05282	K09893
NGEEOFDF_05283	K03828
NGEEOFDF_05284	0
NGEEOFDF_05285	K01873
NGEEOFDF_05286	K02339
NGEEOFDF_05287	K01255
NGEEOFDF_05288	K07091
NGEEOFDF_05289	K11720
NGEEOFDF_05290	K06915
NGEEOFDF_05291	K12957
NGEEOFDF_05293	0
NGEEOFDF_05294	K07483
NGEEOFDF_05295	K07497
NGEEOFDF_05296	0
NGEEOFDF_05297	0
NGEEOFDF_05298	0
NGEEOFDF_05299	K14060
NGEEOFDF_05300	0
NGEEOFDF_05302	0
NGEEOFDF_05303	0
NGEEOFDF_05304	K07454
NGEEOFDF_05305	0
NGEEOFDF_05306	0
NGEEOFDF_05307	0
NGEEOFDF_05308	0
NGEEOFDF_05309	0
NGEEOFDF_05310	K06877
NGEEOFDF_05311	0
NGEEOFDF_05312	0
NGEEOFDF_05313	K06877
NGEEOFDF_05314	0
NGEEOFDF_05315	0
NGEEOFDF_05316	K22111
NGEEOFDF_05317	K17948
NGEEOFDF_05318	K22110
NGEEOFDF_05319	K07357
NGEEOFDF_05320	K07358
NGEEOFDF_05321	K07345
NGEEOFDF_05322	K07351
NGEEOFDF_05323	K07346
NGEEOFDF_05324	K07347
NGEEOFDF_05325	K07348
NGEEOFDF_05326	K07349
NGEEOFDF_05327	K07350
NGEEOFDF_05328	K16321
NGEEOFDF_05329	K01686
NGEEOFDF_05330	K00040
NGEEOFDF_05332	K13637
NGEEOFDF_05333	0
NGEEOFDF_05335	K21637
NGEEOFDF_05336	K21645
NGEEOFDF_05337	K01305
NGEEOFDF_05338	0
NGEEOFDF_05339	0
NGEEOFDF_05341	K13735
NGEEOFDF_05342	0
NGEEOFDF_05343	0
NGEEOFDF_05344	K15352
NGEEOFDF_05345	0
NGEEOFDF_05346	0
NGEEOFDF_05347	0
NGEEOFDF_05348	0
NGEEOFDF_05349	K08160
NGEEOFDF_05350	0
NGEEOFDF_05351	0
NGEEOFDF_05352	0
NGEEOFDF_05353	0
NGEEOFDF_05354	0
NGEEOFDF_05355	0
NGEEOFDF_05356	K19048
NGEEOFDF_05357	K01154
NGEEOFDF_05358	K03427
NGEEOFDF_05359	K01153
NGEEOFDF_05360	0
NGEEOFDF_05361	0
NGEEOFDF_05362	0
NGEEOFDF_05363	0
NGEEOFDF_05364	K06200
NGEEOFDF_05365	0
NGEEOFDF_05366	K03406
NGEEOFDF_05367	0
NGEEOFDF_05368	0
NGEEOFDF_05369	0
NGEEOFDF_05370	K01002
NGEEOFDF_05371	0
NGEEOFDF_05372	K02315
NGEEOFDF_05373	K02317
NGEEOFDF_05374	0
NGEEOFDF_05375	0
NGEEOFDF_05376	0
NGEEOFDF_05377	0
NGEEOFDF_05378	K13255
NGEEOFDF_05379	0
NGEEOFDF_05381	K00564
NGEEOFDF_05382	K02344
NGEEOFDF_05383	K03789
NGEEOFDF_05384	K01560
NGEEOFDF_05385	K02837
NGEEOFDF_05386	K04065
NGEEOFDF_05387	0
NGEEOFDF_05388	0
NGEEOFDF_05389	K03424
NGEEOFDF_05390	K04069
NGEEOFDF_05391	0
NGEEOFDF_05392	0
NGEEOFDF_05393	K01619
NGEEOFDF_05394	K00758
NGEEOFDF_05395	K01839
NGEEOFDF_05396	K03784
NGEEOFDF_05397	0
NGEEOFDF_05398	K03800
NGEEOFDF_05399	K01079
NGEEOFDF_05400	K04485
NGEEOFDF_05401	K06211
NGEEOFDF_05402	0
NGEEOFDF_05403	K06020
NGEEOFDF_05404	K08309
NGEEOFDF_05405	K03720
NGEEOFDF_05406	0
NGEEOFDF_05407	K15634
NGEEOFDF_05408	K05804
NGEEOFDF_05409	K05805
NGEEOFDF_05410	K07663
NGEEOFDF_05411	K07641
NGEEOFDF_05412	K06143
NGEEOFDF_05413	K07773
NGEEOFDF_05414	K02533
