#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
KDKFJGNO_01472	224308.BSU13580	4.81e-296	806.0	COG0436@1|root,COG0436@2|Bacteria,1TQD6@1239|Firmicutes,4HAHQ@91061|Bacilli,1ZBB2@1386|Bacillus	91061|Bacilli	E	Aminotransferase	mtnE	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009987,GO:0016740,GO:0016769,GO:0016999,GO:0017000,GO:0017144,GO:0044237,GO:0044249	0	ko:K08969,ko:K19549	ko00270,ko01100,ko01130,map00270,map01100,map01130	M00034,M00787	R07396,R11068	RC00006	ko00000,ko00001,ko00002,ko01000,ko01007	0	0	0	Aminotran_1_2
KDKFJGNO_01473	224308.BSU13590	3.39e-295	805.0	COG1850@1|root,COG1850@2|Bacteria,1TSZQ@1239|Firmicutes,4HBIK@91061|Bacilli,1ZC2J@1386|Bacillus	91061|Bacilli	G	Catalyzes the enolization of 2,3-diketo-5- methylthiopentyl-1-phosphate (DK-MTP-1-P) into 2-hydroxy-3-keto-5- methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P)	mtnW	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0009853,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0016984,GO:0043094,GO:0044237	5.3.2.5	ko:K08965	ko00270,ko01100,map00270,map01100	M00034	R07393	RC02421	ko00000,ko00001,ko00002,ko01000	0	0	0	RuBisCO_large,RuBisCO_large_N
KDKFJGNO_01474	224308.BSU13600	1.07e-176	491.0	COG4359@1|root,COG4359@2|Bacteria,1TSZ9@1239|Firmicutes,4H9ZE@91061|Bacilli,1ZBXD@1386|Bacillus	91061|Bacilli	E	Dephosphorylates 2-hydroxy-3-keto-5-methylthiopentenyl- 1-phosphate (HK-MTPenyl-1-P) yielding 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)	mtnX	0	3.1.3.87	ko:K08966	ko00270,ko01100,map00270,map01100	M00034	R07394	RC02074	ko00000,ko00001,ko00002,ko01000	0	0	iYO844.BSU13600	HAD
KDKFJGNO_01475	224308.BSU13610	4.52e-147	414.0	COG0235@1|root,COG0235@2|Bacteria,1V516@1239|Firmicutes,4IQSM@91061|Bacilli,1ZRN8@1386|Bacillus	91061|Bacilli	E	Catalyzes the dehydration of methylthioribulose-1- phosphate (MTRu-1-P) into 2,3-diketo-5-methylthiopentyl-1- phosphate (DK-MTP-1-P)	mtnB	0	4.2.1.109	ko:K08964	ko00270,ko01100,map00270,map01100	M00034	R07392	RC01939	ko00000,ko00001,ko00002,ko01000	0	0	0	Aldolase_II
KDKFJGNO_01476	224308.BSU13620	1.5e-123	352.0	COG1791@1|root,COG1791@2|Bacteria,1TT4W@1239|Firmicutes,4HFN3@91061|Bacilli,1ZFZ5@1386|Bacillus	91061|Bacilli	S	Catalyzes 2 different reactions between oxygene and the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene) depending upon the metal bound in the active site. Fe-containing acireductone dioxygenase (Fe-ARD) produces formate and 2-keto-4- methylthiobutyrate (KMTB), the alpha-ketoacid precursor of methionine in the methionine recycle pathway. Ni-containing acireductone dioxygenase (Ni-ARD) produces methylthiopropionate, carbon monoxide and formate, and does not lie on the methionine recycle pathway	mtnD	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0010309,GO:0016053,GO:0016491,GO:0016701,GO:0016702,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0051213,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.13.11.53,1.13.11.54	ko:K08967	ko00270,ko01100,map00270,map01100	M00034	R07363,R07364	RC01866,RC02018,RC02118	ko00000,ko00001,ko00002,ko01000	0	0	0	ARD
KDKFJGNO_01477	224308.BSU13630	8.82e-68	205.0	COG3339@1|root,COG3339@2|Bacteria,1VPY4@1239|Firmicutes,4IRH9@91061|Bacilli,1ZRUF@1386|Bacillus	91061|Bacilli	S	Protein of unknown function (DUF1232)	0	0	0	0	0	0	0	0	0	0	0	0	DUF1232
KDKFJGNO_01478	1178540.BA70_03470	8.91e-14	67.4	2AS3A@1|root,31HFZ@2|Bacteria,1UAJH@1239|Firmicutes,4IKY2@91061|Bacilli,1ZIAW@1386|Bacillus	91061|Bacilli	S	Spo0E like sporulation regulatory protein	0	0	0	ko:K06376	0	0	0	0	ko00000	0	0	0	SpoOE-like
KDKFJGNO_01479	224308.BSU13650	5.84e-95	277.0	2E06E@1|root,32VUE@2|Bacteria,1VCMY@1239|Firmicutes,4HNC3@91061|Bacilli,1ZI1S@1386|Bacillus	91061|Bacilli	0	0	eag	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_01480	224308.BSU13660	0.0	955.0	COG3852@1|root,COG3852@2|Bacteria,1TPU8@1239|Firmicutes,4HF96@91061|Bacilli,1ZD24@1386|Bacillus	91061|Bacilli	T	COG0642 Signal transduction histidine kinase	kinD	0	2.7.13.3	ko:K13532	ko02020,map02020	M00485	0	0	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	0	0	0	HATPase_c,HisKA,dCache_1
KDKFJGNO_01481	224308.BSU13670	5.17e-99	287.0	COG1846@1|root,COG1846@2|Bacteria,1V6EE@1239|Firmicutes,4HJ8T@91061|Bacilli,1ZGC6@1386|Bacillus	91061|Bacilli	K	transcriptional	ykvE	GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044212,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	0	ko:K15973	0	0	0	0	ko00000,ko03000	0	0	0	MarR
KDKFJGNO_01482	224308.BSU13680	4.91e-170	476.0	COG1360@1|root,COG1360@2|Bacteria,1UXY4@1239|Firmicutes,4HCCI@91061|Bacilli,1ZB4F@1386|Bacillus	91061|Bacilli	N	Flagellar motor protein	motB	0	0	ko:K02557	ko02030,ko02040,map02030,map02040	0	0	0	ko00000,ko00001,ko02000,ko02035	1.A.30.1	0	0	MotB_plug,OmpA
KDKFJGNO_01483	224308.BSU13690	3.23e-178	498.0	COG1291@1|root,COG1291@2|Bacteria,1TRH1@1239|Firmicutes,4HAXG@91061|Bacilli,1ZB8I@1386|Bacillus	91061|Bacilli	N	flagellar motor	motA	GO:0001539,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0031224,GO:0040011,GO:0044425,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071944,GO:0071973,GO:0071978,GO:0097588	0	ko:K02556	ko02020,ko02030,ko02040,map02020,map02030,map02040	0	0	0	ko00000,ko00001,ko02000,ko02035	1.A.30.1	0	0	MotA_ExbB
KDKFJGNO_01484	224308.BSU13700	0.0	1335.0	COG0542@1|root,COG0542@2|Bacteria,1TPMU@1239|Firmicutes,4HA0V@91061|Bacilli,1ZBTK@1386|Bacillus	91061|Bacilli	O	Belongs to the ClpA ClpB family	clpE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	0	ko:K03697,ko:K04086	0	0	0	0	ko00000,ko03110	0	0	0	AAA,AAA_2,ClpB_D2-small,UVR
KDKFJGNO_01485	224308.BSU13710	4.26e-230	635.0	COG3949@1|root,COG3949@2|Bacteria,1U601@1239|Firmicutes,4HBYW@91061|Bacilli,1ZAX1@1386|Bacillus	91061|Bacilli	S	membrane	ykvI	0	0	0	0	0	0	0	0	0	0	0	Spore_permease
KDKFJGNO_01486	224308.BSU13720	1.11e-161	452.0	COG0603@1|root,COG0603@2|Bacteria,1TP4Z@1239|Firmicutes,4HB1Y@91061|Bacilli,1ZCJD@1386|Bacillus	91061|Bacilli	F	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))	queC	0	6.3.4.20	ko:K06920	ko00790,ko01100,map00790,map01100	0	R09978	RC00959	ko00000,ko00001,ko01000,ko03016	0	0	0	QueC
KDKFJGNO_01487	224308.BSU13730	6.96e-105	302.0	COG0720@1|root,COG0720@2|Bacteria,1V6X6@1239|Firmicutes,4HJ9P@91061|Bacilli,1ZDDT@1386|Bacillus	91061|Bacilli	H	synthase	queD	0	4.1.2.50,4.2.3.12	ko:K01737	ko00790,ko01100,map00790,map01100	M00842,M00843	R04286,R09959	RC01117,RC02846,RC02847	ko00000,ko00001,ko00002,ko01000,ko03016	0	0	0	PTPS
KDKFJGNO_01488	224308.BSU13740	3.56e-179	498.0	COG0602@1|root,COG0602@2|Bacteria,1TQ58@1239|Firmicutes,4HAJ3@91061|Bacilli,1ZBRU@1386|Bacillus	91061|Bacilli	H	Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds	queE	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0008144,GO:0016829,GO:0016840,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0046872,GO:0046983,GO:0048037,GO:0050662,GO:0051536,GO:0051539,GO:0051540,GO:1901681,GO:1904047	4.3.99.3	ko:K10026	ko00790,ko01100,map00790,map01100	0	R10002	RC02989	ko00000,ko00001,ko01000,ko03016	0	0	0	Fer4_12,Fer4_14,Radical_SAM
KDKFJGNO_01489	1051501.AYTL01000027_gene960	2.36e-125	355.0	COG0780@1|root,COG0780@2|Bacteria,1TPYC@1239|Firmicutes,4HB14@91061|Bacilli,1ZB8C@1386|Bacillus	91061|Bacilli	S	Catalyzes the NADPH-dependent reduction of 7-cyano-7- deazaguanine (preQ0) to 7-aminomethyl-7-deazaguanine (preQ1)	queF	0	1.7.1.13	ko:K09457	ko00790,ko01100,map00790,map01100	0	R07605	RC01875	ko00000,ko00001,ko01000,ko03016	0	0	0	QueF
KDKFJGNO_01490	224308.BSU13760	2.8e-81	240.0	COG1733@1|root,COG1733@2|Bacteria,1VA9M@1239|Firmicutes,4HVQB@91061|Bacilli,1ZG7Y@1386|Bacillus	91061|Bacilli	K	Transcriptional regulator	ykvN	0	0	0	0	0	0	0	0	0	0	0	HxlR
KDKFJGNO_01491	224308.BSU13770	9.35e-173	482.0	COG1028@1|root,COG1028@2|Bacteria,1UZSG@1239|Firmicutes,4HF5D@91061|Bacilli,1ZCT4@1386|Bacillus	91061|Bacilli	IQ	Enoyl-(Acyl carrier protein) reductase	ykvO	0	0	0	0	0	0	0	0	0	0	0	adh_short_C2
KDKFJGNO_01492	224308.BSU13780	2.69e-275	753.0	COG1388@1|root,COG4641@1|root,COG1388@2|Bacteria,COG4641@2|Bacteria,1TRY6@1239|Firmicutes,4HJAS@91061|Bacilli,1ZARJ@1386|Bacillus	91061|Bacilli	M	Glycosyl transferases group 1	0	0	0	0	0	0	0	0	0	0	0	0	Glyco_trans_1_2,LysM
KDKFJGNO_01493	224308.BSU13789	1.85e-48	154.0	COG1388@1|root,COG1388@2|Bacteria	2|Bacteria	M	LysM domain	0	0	3.5.1.104	ko:K22278	0	0	0	0	ko00000,ko01000	0	0	0	Glyco_hydro_25,LysM,Polysacc_deac_1
KDKFJGNO_01494	224308.BSU13790	2.5e-169	472.0	COG3858@1|root,COG3858@2|Bacteria,1TQK2@1239|Firmicutes,4HE0C@91061|Bacilli,1ZPVK@1386|Bacillus	91061|Bacilli	G	Glycosyl hydrolases family 18	0	0	0	0	0	0	0	0	0	0	0	0	Glyco_hydro_18,SLH
KDKFJGNO_01495	224308.BSU13800	2.67e-62	191.0	2E4N6@1|root,32ZH2@2|Bacteria,1VGMB@1239|Firmicutes,4HPMV@91061|Bacilli,1ZJ10@1386|Bacillus	91061|Bacilli	S	Protein of unknown function (DUF3219)	ykvR	0	0	0	0	0	0	0	0	0	0	0	DUF3219
KDKFJGNO_01496	224308.BSU13810	5.43e-35	119.0	COG4873@1|root,COG4873@2|Bacteria,1VF7M@1239|Firmicutes,4HPMH@91061|Bacilli,1ZIXH@1386|Bacillus	91061|Bacilli	S	protein conserved in bacteria	ykvS	0	0	0	0	0	0	0	0	0	0	0	DUF2187
KDKFJGNO_01497	224308.BSU13819	2.6e-39	130.0	2EI19@1|root,33BSS@2|Bacteria,1VKXC@1239|Firmicutes,4HR2E@91061|Bacilli,1ZIUC@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_01498	224308.BSU13820	9.09e-142	400.0	COG3773@1|root,COG3773@2|Bacteria,1TRFW@1239|Firmicutes,4IPK9@91061|Bacilli,1ZRER@1386|Bacillus	91061|Bacilli	M	Cell Wall Hydrolase	ykvT	0	3.5.1.28	ko:K01449	0	0	R04112	RC00064,RC00141	ko00000,ko01000	0	0	0	Hydrolase_2,LysM
KDKFJGNO_01499	224308.BSU13830	1.12e-302	827.0	COG2244@1|root,COG2244@2|Bacteria,1VRYZ@1239|Firmicutes,4HV8Z@91061|Bacilli,1ZCGG@1386|Bacillus	91061|Bacilli	S	COG2244 Membrane protein involved in the export of O-antigen and teichoic acid	ykvU	0	0	0	0	0	0	0	0	0	0	0	MatE,Polysacc_synt,Polysacc_synt_C
KDKFJGNO_01500	224308.BSU13840	5.79e-117	334.0	COG0526@1|root,COG0526@2|Bacteria,1VAPY@1239|Firmicutes,4HJN1@91061|Bacilli,1ZEK2@1386|Bacillus	91061|Bacilli	CO	thiol-disulfide	stoA	0	0	0	0	0	0	0	0	0	0	0	AhpC-TSA
KDKFJGNO_01501	224308.BSU13850	0.0	1195.0	COG2217@1|root,COG2217@2|Bacteria,1TQ07@1239|Firmicutes,4H9SP@91061|Bacilli,1ZAPS@1386|Bacillus	91061|Bacilli	P	COG2217 Cation transport ATPase	zosA	0	3.6.3.3,3.6.3.5	ko:K01534	0	0	0	0	ko00000,ko01000	3.A.3.6	0	0	E1-E2_ATPase,Hydrolase
KDKFJGNO_01502	1423321.AS29_22035	1.68e-13	65.5	2BH4M@1|root,32B5K@2|Bacteria,1UB74@1239|Firmicutes,4IMJU@91061|Bacilli,1ZKBC@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_01503	224308.BSU13860	7.85e-266	727.0	COG0006@1|root,COG0006@2|Bacteria,1TQ6R@1239|Firmicutes,4HA5I@91061|Bacilli,1ZBZE@1386|Bacillus	91061|Bacilli	E	COG0006 Xaa-Pro aminopeptidase	ykvY	0	3.4.13.9	ko:K01271	0	0	0	0	ko00000,ko01000,ko01002	0	0	0	Creatinase_N,Peptidase_M24
KDKFJGNO_01505	224308.BSU13870	3.28e-230	634.0	COG1609@1|root,COG1609@2|Bacteria,1TQSQ@1239|Firmicutes,4HBNR@91061|Bacilli,1ZC0J@1386|Bacillus	91061|Bacilli	K	Transcriptional regulator	ykvZ	0	0	0	0	0	0	0	0	0	0	0	LacI,Peripla_BP_1,Peripla_BP_3
KDKFJGNO_01507	224308.BSU13880	3.41e-168	474.0	COG3711@1|root,COG3711@2|Bacteria,1TQJJ@1239|Firmicutes,4HBB3@91061|Bacilli,1ZBDU@1386|Bacillus	91061|Bacilli	K	antiterminator	glcT	0	0	ko:K03480,ko:K03488	0	0	0	0	ko00000,ko03000	0	0	0	CAT_RBD,PRD
KDKFJGNO_01508	224308.BSU13890	0.0	1342.0	COG1263@1|root,COG1264@1|root,COG2190@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,COG2190@2|Bacteria,1TPJ8@1239|Firmicutes,4HA8X@91061|Bacilli,1ZC48@1386|Bacillus	91061|Bacilli	G	phosphotransferase system	ptsG	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.7.1.199	ko:K02763,ko:K02764,ko:K02765,ko:K20116,ko:K20117,ko:K20118	ko00010,ko00520,ko02060,map00010,map00520,map02060	M00282,M00809	R02631,R02738	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.13,4.A.1.1.14,4.A.1.1.6,4.A.1.1.9	0	0	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
KDKFJGNO_01509	224308.BSU13900	1.51e-53	168.0	COG1925@1|root,COG1925@2|Bacteria,1VA0R@1239|Firmicutes,4HKGA@91061|Bacilli,1ZHX7@1386|Bacillus	91061|Bacilli	G	phosphocarrier protein HPr	ptsH	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0043610,GO:0044424,GO:0044464,GO:0050789,GO:0065007	0	ko:K11189	0	0	0	0	ko00000,ko02000	4.A.2.1	0	0	PTS-HPr
KDKFJGNO_01510	224308.BSU13910	0.0	1091.0	COG1080@1|root,COG1080@2|Bacteria,1TPK8@1239|Firmicutes,4H9VD@91061|Bacilli,1ZAU2@1386|Bacillus	91061|Bacilli	G	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	ptsI	0	2.7.3.9	ko:K08483	ko02060,map02060	0	0	0	ko00000,ko00001,ko01000,ko02000	8.A.7	0	0	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C
KDKFJGNO_01511	224308.BSU13920	1.54e-51	162.0	2EURH@1|root,33N73@2|Bacteria,1VNQV@1239|Firmicutes,4HRM4@91061|Bacilli,1ZIV4@1386|Bacillus	91061|Bacilli	S	Transcriptional regulator	splA	0	0	ko:K06315	0	0	0	0	ko00000,ko03000	0	0	0	SplA
KDKFJGNO_01512	224308.BSU13930	2.13e-257	704.0	COG1533@1|root,COG1533@2|Bacteria,1TPA3@1239|Firmicutes,4HACB@91061|Bacilli,1ZBPU@1386|Bacillus	91061|Bacilli	L	Spore photoproduct lyase	splB	GO:0003674,GO:0003824,GO:0003913,GO:0005488,GO:0005575,GO:0005623,GO:0016829,GO:0016830,GO:0042601,GO:0042763,GO:0043167,GO:0043169,GO:0044464,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0070283,GO:0140097	4.1.99.14	ko:K03716	0	0	0	0	ko00000,ko01000	0	0	0	0
KDKFJGNO_01513	224308.BSU13940	5.49e-170	473.0	COG0454@1|root,COG0456@2|Bacteria,1U521@1239|Firmicutes,4HBEJ@91061|Bacilli,1ZCHR@1386|Bacillus	91061|Bacilli	K	COG0454 Histone acetyltransferase HPA2 and related acetyltransferases	ykwB	0	0	0	0	0	0	0	0	0	0	0	Acetyltransf_1
KDKFJGNO_01514	224308.BSU13950	0.0	1032.0	COG0840@1|root,COG0840@2|Bacteria,1TP5A@1239|Firmicutes,4H9RZ@91061|Bacilli,1ZBEA@1386|Bacillus	91061|Bacilli	NT	chemotaxis protein	mcpC	GO:0005575,GO:0005623,GO:0005886,GO:0006935,GO:0008150,GO:0009605,GO:0016020,GO:0040011,GO:0042221,GO:0042330,GO:0044464,GO:0050896,GO:0050918,GO:0071944	0	ko:K03406	ko02020,ko02030,map02020,map02030	0	0	0	ko00000,ko00001,ko02035	0	0	0	HAMP,MCPsignal,dCache_1
KDKFJGNO_01515	224308.BSU13960	1.4e-203	563.0	COG2084@1|root,COG2084@2|Bacteria,1TR4F@1239|Firmicutes,4H9MA@91061|Bacilli,1ZBSG@1386|Bacillus	91061|Bacilli	I	COG2084 3-hydroxyisobutyrate dehydrogenase and related beta-hydroxyacid dehydrogenases	glxR	0	1.1.1.31	ko:K00020	ko00280,ko01100,map00280,map01100	0	R05066	RC00099	ko00000,ko00001,ko01000	0	0	0	NAD_binding_11,NAD_binding_2
KDKFJGNO_01516	224308.BSU13970	5.36e-172	481.0	COG2340@1|root,COG2340@2|Bacteria,1V6GZ@1239|Firmicutes,4HJ21@91061|Bacilli,1ZDSK@1386|Bacillus	91061|Bacilli	J	protein with SCP PR1 domains	ykwD	0	0	0	0	0	0	0	0	0	0	0	CAP,LysM
KDKFJGNO_01517	224308.BSU13980	0.0	1379.0	COG0768@1|root,COG0768@2|Bacteria,1TQHY@1239|Firmicutes,4HAFX@91061|Bacilli,1ZEGD@1386|Bacillus	91061|Bacilli	M	Penicillin-binding Protein	pbp2b	0	0	ko:K00687,ko:K12553,ko:K21465,ko:K21466	ko00550,ko01100,ko01501,map00550,map01100,map01501	0	0	0	ko00000,ko00001,ko01000,ko01011	0	0	0	PBP_dimer,Transpeptidase
KDKFJGNO_01518	224308.BSU13990	0.0	1186.0	COG4191@1|root,COG4191@2|Bacteria,1VCNJ@1239|Firmicutes,4HVBX@91061|Bacilli,1ZS41@1386|Bacillus	91061|Bacilli	T	Histidine kinase	kinA	GO:0003674,GO:0005488,GO:0005515,GO:0008150,GO:0009653,GO:0009987,GO:0030154,GO:0030435,GO:0032502,GO:0042802,GO:0043934,GO:0043937,GO:0043938,GO:0048518,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0051094,GO:0065007	2.7.13.3	ko:K02491	ko02020,map02020	M00485	0	0	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	0	0	0	HATPase_c,HisKA,MEDS,PAS,PAS_9
KDKFJGNO_01519	224308.BSU14000	5.32e-286	781.0	COG0436@1|root,COG0436@2|Bacteria,1TP0J@1239|Firmicutes,4HA13@91061|Bacilli,1ZAWQ@1386|Bacillus	91061|Bacilli	E	Aminotransferase	patA	0	0	ko:K00841	ko00300,ko01100,ko01110,ko01230,map00300,map01100,map01110,map01230	M00525	R04467	RC00006	ko00000,ko00001,ko00002,ko01000,ko01007	0	0	0	Aminotran_1_2
KDKFJGNO_01520	720555.BATR1942_04770	1.05e-22	87.8	29SAK@1|root,30DF4@2|Bacteria,1UB88@1239|Firmicutes,4IMKY@91061|Bacilli,1ZKDP@1386|Bacillus	91061|Bacilli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDKFJGNO_01521	224308.BSU14010	4.24e-217	599.0	COG0784@1|root,COG0835@1|root,COG0784@2|Bacteria,COG0835@2|Bacteria,1TRJU@1239|Firmicutes,4HCPT@91061|Bacilli,1ZAYA@1386|Bacillus	91061|Bacilli	T	Chemotaxis protein CheV	cheV	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006935,GO:0008150,GO:0009605,GO:0040011,GO:0042221,GO:0042330,GO:0044424,GO:0044444,GO:0044464,GO:0050896	0	ko:K03408,ko:K03415	ko02020,ko02030,map02020,map02030	M00506	0	0	ko00000,ko00001,ko00002,ko02022,ko02035	0	0	0	CheW,Response_reg
KDKFJGNO_01522	224308.BSU14020	3.71e-110	316.0	2ABH1@1|root,310Y3@2|Bacteria,1V4IK@1239|Firmicutes,4HI56@91061|Bacilli,1ZGD1@1386|Bacillus	91061|Bacilli	S	YkyB-like protein	ykyB	0	0	0	0	0	0	0	0	0	0	0	YkyB
KDKFJGNO_01523	224308.BSU14030	8.89e-306	834.0	COG0477@1|root,COG2814@2|Bacteria,1U72T@1239|Firmicutes,4HCHH@91061|Bacilli,1ZCHP@1386|Bacillus	91061|Bacilli	EGP	COG0477 Permeases of the major facilitator superfamily	ykuC	0	0	0	0	0	0	0	0	0	0	0	MFS_1
KDKFJGNO_01524	224308.BSU14040	7.1e-116	332.0	COG1376@1|root,COG1376@2|Bacteria,1V9XU@1239|Firmicutes,4HKDD@91061|Bacilli,1ZGIN@1386|Bacillus	91061|Bacilli	S	protein conserved in bacteria	ykuD	0	0	0	0	0	0	0	0	0	0	0	LysM,YkuD
KDKFJGNO_01525	224308.BSU14050	3.48e-212	585.0	COG1408@1|root,COG1408@2|Bacteria,1UU17@1239|Firmicutes,4HC8Q@91061|Bacilli,1ZB99@1386|Bacillus	91061|Bacilli	S	Metallophosphoesterase	ykuE	0	0	ko:K07098	0	0	0	0	ko00000	0	0	0	Metallophos
KDKFJGNO_01526	224308.BSU14060	1.83e-182	507.0	COG1028@1|root,COG1028@2|Bacteria,1TPDB@1239|Firmicutes,4HAKR@91061|Bacilli,1ZDEP@1386|Bacillus	91061|Bacilli	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	fadH	0	1.3.1.34	ko:K00219	0	0	0	0	ko00000,ko01000	0	0	0	adh_short_C2
KDKFJGNO_01527	224308.BSU14071	0.0	1163.0	COG3409@1|root,COG3409@2|Bacteria,1TPV1@1239|Firmicutes,4HCRA@91061|Bacilli,1ZDMY@1386|Bacillus	91061|Bacilli	M	Putative peptidoglycan binding domain	ybfG	0	0	0	0	0	0	0	0	0	0	0	DUF1906,PG_binding_1
KDKFJGNO_01528	224308.BSU14072	1.52e-120	344.0	COG3409@1|root,COG3409@2|Bacteria	2|Bacteria	M	Peptidoglycan-binding domain 1 protein	0	0	0	0	0	0	0	0	0	0	0	0	PG_binding_1
KDKFJGNO_01530	224308.BSU14090	1.76e-298	813.0	COG2200@1|root,COG2200@2|Bacteria,1UADD@1239|Firmicutes,4HCNX@91061|Bacilli,1ZBWD@1386|Bacillus	91061|Bacilli	T	Diguanylate phosphodiesterase	ykuI	0	0	0	0	0	0	0	0	0	0	0	EAL,YkuI_C
KDKFJGNO_01531	224308.BSU14100	5.16e-50	158.0	COG4703@1|root,COG4703@2|Bacteria,1VKD0@1239|Firmicutes,4HRGC@91061|Bacilli,1ZI15@1386|Bacillus	91061|Bacilli	S	protein conserved in bacteria	ykuJ	0	0	0	0	0	0	0	0	0	0	0	DUF1797
KDKFJGNO_01532	224308.BSU14110	6.44e-122	347.0	COG1978@1|root,COG1978@2|Bacteria,1V6RQ@1239|Firmicutes,4HHG1@91061|Bacilli,1ZR7G@1386|Bacillus	91061|Bacilli	S	Ribonuclease H-like	0	0	0	ko:K09776	0	0	0	0	ko00000	0	0	0	RNaseH_like
KDKFJGNO_01533	1051501.AYTL01000027_gene1002	7.83e-38	126.0	2DFUR@1|root,2ZT80@2|Bacteria,1VPE1@1239|Firmicutes,4HZWS@91061|Bacilli,1ZIPB@1386|Bacillus	91061|Bacilli	S	Antirepressor AbbA	ykzF	0	0	0	0	0	0	0	0	0	0	0	AbbA_antirepres
KDKFJGNO_01534	224308.BSU14130	5.15e-100	290.0	COG0517@1|root,COG0517@2|Bacteria,1V9HN@1239|Firmicutes,4HH3X@91061|Bacilli,1ZGY8@1386|Bacillus	91061|Bacilli	S	CBS domain	ykuL	0	0	0	0	0	0	0	0	0	0	0	CBS
KDKFJGNO_01535	224308.BSU14140	6.52e-216	595.0	COG0583@1|root,COG0583@2|Bacteria,1TZ6U@1239|Firmicutes,4HB3Y@91061|Bacilli,1ZB8N@1386|Bacillus	91061|Bacilli	K	Transcriptional regulator	ccpC	0	0	0	0	0	0	0	0	0	0	0	HTH_1,LysR_substrate
KDKFJGNO_01536	224308.BSU14150	7.72e-114	326.0	COG0716@1|root,COG0716@2|Bacteria,1V7AG@1239|Firmicutes,4HYY9@91061|Bacilli,1ZQAR@1386|Bacillus	91061|Bacilli	C	Flavodoxin domain	0	0	0	ko:K03839	0	0	0	0	ko00000	0	0	0	Flavodoxin_1
